id,level,topic,title,word_count,sentence_count,avg_sentence_words,mean_zipf_frequency,low_frequency_pct,very_low_frequency_pct,long_word_pct,probable_proper_noun_types,lexical_flags,syntax_flag,status
s385,4,History,Girl Who Built a Boat,238,10,23.8,5.453,9.01,1.72,21.89,2,long-words,yes,vocabulary-review
s386,3,History,A King and His People,234,13,18.0,5.432,7.08,1.33,23.01,2,long-words,no,vocabulary-review
s387,4,History,The Old Market Town,231,9,25.67,5.395,8.66,1.3,27.27,0,long-words,yes,vocabulary-review
s388,5,History,Village by the River,188,15,12.53,5.629,5.85,0.0,12.23,0,,no,within-guardrails
s389,4,History,How the Town Got Its Name,190,14,13.57,6.013,2.63,0.53,3.68,0,,no,within-guardrails
s390,5,History,A Letter From Long Ago,205,17,12.06,5.889,4.88,0.0,9.76,0,,no,within-guardrails
s391,1,Science,Water and Ice,51,9,5.67,5.879,0.0,0.0,2.22,1,,no,within-guardrails
s392,1,Science,Sun Is Hot,45,8,5.62,5.961,2.22,0.0,0.0,0,,no,within-guardrails
s393,1,Science,Plants Need Water,40,8,5.0,5.603,0.0,0.0,0.0,0,,no,within-guardrails
s394,2,Science,Why We Sleep,185,13,14.23,5.656,4.86,1.08,8.11,0,very-low-frequency,no,vocabulary-review
s395,2,Science,How Rain Falls,104,13,8.0,5.883,4.81,0.0,0.0,0,,no,within-guardrails
s396,2,Science,Why Leaves Fall,105,10,10.5,5.884,0.95,0.0,0.95,0,,no,within-guardrails
s397,3,Science,How Plants Grow,79,7,11.29,5.809,2.53,1.27,2.53,0,,no,within-guardrails
s398,3,Science,Why the Moon Changes,75,7,10.71,5.894,2.7,0.0,5.41,1,,no,within-guardrails
s399,3,Science,How We Hear Sounds,80,7,11.43,5.839,2.5,1.25,3.75,0,,no,within-guardrails
s400,4,Science,Why the Sky Is Blue,225,11,20.45,5.548,9.87,1.35,20.63,1,long-words,no,vocabulary-review
s401,4,Science,How Bees Make Honey,172,14,12.36,5.776,8.09,0.58,2.31,0,,no,within-guardrails
s402,4,Science,Why We Need to Eat,211,10,21.1,5.396,9.95,0.0,20.38,0,long-words,no,vocabulary-review
s403,1,Famous books,The Lion and the Mouse,112,16,7.0,5.904,2.73,0.0,0.91,2,,no,within-guardrails
s404,1,Famous books,The Tortoise and the Hare,81,10,8.1,5.827,4.94,0.0,2.47,0,,no,within-guardrails
s405,1,Famous books,The Boy Who Cried Wolf,98,21,4.67,5.959,2.27,0.0,2.27,3,,no,within-guardrails
s406,2,Famous books,The Ant and the Grasshopper,130,21,6.19,5.806,8.2,0.0,6.56,4,low-frequency,no,vocabulary-review
s407,3,Famous books,Cinderella Goes to the Ball,158,18,8.78,5.963,2.65,0.66,8.61,1,,no,within-guardrails
s408,2,Famous books,The Town Mouse and the Country Mouse,135,19,7.11,5.866,0.0,0.0,3.05,3,,no,within-guardrails
s409,3,Famous books,Rapunzel in the Tower,159,17,9.35,5.981,1.97,0.0,5.26,1,,no,within-guardrails
s410,3,Famous books,Snow White Finds a Small House,167,18,9.28,5.852,3.18,0.0,3.82,2,,no,within-guardrails
s411,3,Famous books,Alice Follows the White Rabbit,155,19,8.16,5.785,2.01,0.0,5.37,1,,no,within-guardrails
s412,4,Famous books,Alice at the Mad Tea Party,206,21,9.81,5.903,4.04,0.0,7.07,2,,no,within-guardrails
s413,4,Famous books,Alice Plays Croquet with the Queen,207,20,10.35,5.967,3.63,1.55,9.33,4,,no,within-guardrails
s414,4,Famous books,Alice Meets the Cheshire Cat,196,23,8.52,5.91,2.17,0.0,5.98,4,,no,within-guardrails
s415,1,Fantasy/stories,A Small Light in the Dark,91,14,6.5,5.94,2.33,1.16,0.0,1,very-low-frequency,no,vocabulary-review
s416,2,Fantasy/stories,Singing Well,105,9,11.78,5.855,3.81,0.0,7.62,1,,no,within-guardrails
s417,3,Fantasy/stories,A Cloud That Followed a Boy,115,9,12.78,5.534,7.48,0.93,6.54,2,,no,within-guardrails
s418,4,Fantasy/stories,Painter Who Used Real Colors,118,7,16.86,5.526,6.9,0.86,14.66,1,,no,within-guardrails
s419,5,Fantasy/stories,Clockwork Sparrow,171,17,10.06,5.707,5.36,0.6,4.76,1,,no,within-guardrails
s420,6,Fantasy/stories,The Baker's Invisible Cat,118,4,29.5,5.307,10.62,1.77,16.81,3,,no,within-guardrails
s421,7,Fantasy/stories,Violinist Who Played for Trees,124,4,31.25,5.309,12.4,1.65,27.27,1,,no,within-guardrails
s422,8,Fantasy/stories,Cartographer's Missing Street,125,4,31.25,5.187,13.93,4.1,36.07,2,,no,within-guardrails
s423,9,Fantasy/stories,The Alchemist's Borrowed Shadow,126,4,32.0,5.303,12.9,1.61,33.87,1,,no,within-guardrails
s424,10,Fantasy/stories,Loom That Wove Forgotten Names,137,4,34.25,5.178,18.98,3.65,31.39,0,,no,within-guardrails
s425,1,Nature and animals,A Frog in the Pond,64,15,4.27,5.639,26.56,0.0,0.0,0,low-frequency,no,vocabulary-review
s426,2,Nature and animals,The Busy Squirrel,92,8,11.5,5.899,3.37,1.12,2.25,1,very-low-frequency,no,vocabulary-review
s427,3,Nature and animals,How Snails Move,105,6,17.5,5.24,13.33,0.0,12.38,0,low-frequency,no,vocabulary-review
s428,4,Nature and animals,Why Peacocks Show Their Feathers,171,13,13.15,5.946,5.26,0.0,5.85,0,,no,within-guardrails
s429,5,Nature and animals,The Octopus That Hides in a Shell,169,15,11.27,5.693,8.88,1.18,5.92,0,,no,within-guardrails
s430,6,Nature and animals,Bird That Flies Without Landing,110,4,27.5,5.307,9.09,2.73,25.45,0,,no,within-guardrails
s431,7,Nature and animals,Fish That Changes Color at Night,105,4,26.25,4.944,20.95,1.9,27.62,0,low-frequency,no,vocabulary-review
s432,8,Nature and animals,The Insect That Looks Like a Twig,105,4,26.75,4.967,23.36,2.8,32.71,0,low-frequency,no,vocabulary-review
s433,9,Nature and animals,Coral That Builds an Entire Reef,119,4,30.0,5.015,22.69,3.36,26.05,1,low-frequency,no,vocabulary-review
s434,10,Nature and animals,Microbe That Lives in Boiling Water,124,4,31.25,5.107,15.2,1.6,38.4,0,,no,within-guardrails
s435,1,World affairs,A New Road,74,13,5.69,5.91,2.7,0.0,4.05,0,,no,within-guardrails
s436,2,World affairs,Town Meeting,132,9,14.67,5.733,3.79,0.76,15.15,0,long-words,no,vocabulary-review
s437,3,World affairs,A Well for the Village,123,7,17.57,5.773,4.07,0.81,15.45,0,long-words,no,vocabulary-review
s438,4,World affairs,The Shared Garden,117,7,16.71,5.34,8.55,0.0,29.06,0,long-words,no,vocabulary-review
s439,5,World affairs,City That Recycles Everything,128,5,25.6,5.354,8.59,1.56,32.03,0,long-words,no,vocabulary-review
s440,6,World affairs,Village That Trades Skills Instead of Money,123,5,24.6,5.315,11.38,1.63,33.33,0,long-words,no,vocabulary-review
s441,7,World affairs,The Town With Free Bicycles,130,5,26.0,5.386,10.77,0.77,28.46,0,,no,within-guardrails
s442,8,World affairs,Region That Shares a Language School,127,5,25.4,5.17,13.39,0.79,40.16,0,,no,within-guardrails
s443,9,World affairs,Nation That Funds Small Inventions,136,5,27.2,5.132,9.56,0.74,45.59,0,,no,within-guardrails
s444,10,World affairs,The Council That Meets in Every Village Once a Year,139,5,27.8,5.223,7.91,1.44,42.45,0,,no,within-guardrails
s445,1,Everyday life,A Quiet Morning,52,11,4.73,5.765,4.35,0.0,4.35,1,,no,within-guardrails
s446,2,Everyday life,Missing Sock,84,6,14.0,5.592,4.82,0.0,7.23,1,,no,within-guardrails
s447,3,Everyday life,A Trip to Grandma's,106,11,9.64,5.749,6.0,0.0,7.0,3,,no,within-guardrails
s448,4,Everyday life,Broken Umbrella,158,15,10.53,5.937,3.95,0.0,5.92,1,,no,within-guardrails
s449,5,Everyday life,Note on the Fridge,117,7,16.86,5.66,4.39,0.0,18.42,3,,no,within-guardrails
s450,6,Everyday life,The Borrowed Book,128,5,25.6,5.649,7.2,0.8,16.8,1,,no,within-guardrails
s451,7,Everyday life,Empty Chair at Dinner,134,4,33.5,5.538,6.82,0.0,20.45,1,,no,within-guardrails
s452,8,Everyday life,Recipe Written in the Margins,156,4,39.0,5.403,11.69,1.3,26.62,1,,no,within-guardrails
s453,9,Everyday life,The Silence After the Kids Left Home,152,4,38.0,5.285,14.57,3.31,32.45,1,,no,within-guardrails
s454,10,Everyday life,Letter Kept in a Drawer for Years,154,4,38.5,5.309,9.87,1.32,25.66,1,,no,within-guardrails
s455,1,History,Old Well,65,11,5.91,6.142,1.54,0.0,3.08,0,,no,within-guardrails
s456,2,History,A Village Fire,116,8,14.5,5.645,4.31,0.0,16.38,0,long-words,no,vocabulary-review
s457,4,History,First Map,174,16,10.88,5.833,5.23,0.58,6.4,1,,no,within-guardrails
s458,4,History,Long Winter,135,6,22.5,5.402,5.93,0.0,26.67,0,long-words,yes,vocabulary-review
s459,5,History,The Messenger's Horse,157,6,26.17,5.383,11.69,0.0,31.82,2,long-words,no,vocabulary-review
s460,6,History,Coin From a Lost Kingdom,147,5,29.4,5.433,12.93,1.36,28.57,0,,no,within-guardrails
s461,7,History,Scholar's Hidden Notes,151,5,30.2,5.307,12.84,1.35,39.86,1,long-words,no,vocabulary-review
s462,8,History,The Treaty Signed in the Rain,166,5,33.2,5.245,15.66,1.2,37.35,0,,no,within-guardrails
s463,9,History,General Who Refused to Fight,178,5,35.6,5.325,13.14,1.14,38.29,2,,no,within-guardrails
s464,10,History,City Buried Under Sand,184,5,36.8,5.11,15.76,2.72,45.65,0,,no,within-guardrails
s465,1,Science,Why We Blink,58,6,9.67,5.915,1.85,0.0,0.0,1,,no,within-guardrails
s466,2,Science,How Soap Bubbles Form,96,9,10.67,5.851,3.12,1.04,0.0,0,very-low-frequency,no,vocabulary-review
s467,3,Science,Why Metal Feels Cold,125,7,17.86,5.414,11.2,0.8,11.2,0,low-frequency,no,vocabulary-review
s468,4,Science,How Volcanoes Erupt,154,13,11.85,5.7,10.46,0.0,5.23,1,,no,within-guardrails
s469,5,Science,Why the Ocean Is Salty,144,5,29.0,5.274,15.86,0.69,23.45,0,low-frequency,yes,vocabulary-review
s470,6,Science,How Bats See in the Dark,134,5,27.0,5.147,14.81,2.22,25.19,0,,no,within-guardrails
s471,7,Science,The Chemistry of Rust,132,4,33.5,5.104,20.9,1.49,30.6,0,low-frequency,no,vocabulary-review
s472,8,Science,Why Some Stars Twinkle,144,4,36.0,5.18,20.0,4.29,27.86,2,,no,within-guardrails
s473,9,Science,Physics of a Soap Bubble's Colors,151,4,38.0,5.142,15.79,4.61,26.97,0,,no,within-guardrails
s474,10,Science,The Biology of Why Wounds Heal,173,5,34.8,4.97,12.64,2.87,33.91,0,,no,within-guardrails
s475,1,Famous books,The Fox and the Grapes,104,13,8.0,5.985,4.85,0.0,1.94,1,,no,within-guardrails
s476,2,Famous books,Hansel and Gretel,136,17,8.0,5.966,0.76,0.0,3.05,2,,no,within-guardrails
s477,3,Famous books,Alice Drinks from the Little Bottle,164,20,8.2,5.934,1.27,0.0,5.1,1,,no,within-guardrails
s478,4,Famous books,Jim Finds the Treasure Map,201,20,10.05,5.799,6.32,0.0,3.68,5,,no,within-guardrails
s479,5,Famous books,Jo Sells Her First Stories,197,21,9.38,5.805,3.17,0.0,12.17,2,,no,within-guardrails
s480,6,Famous books,Edmond Dantès Is Betrayed,194,21,9.81,5.749,4.76,1.06,18.52,9,,no,within-guardrails
s481,7,Famous books,The Final Chase,200,22,9.09,5.63,11.96,0.54,14.13,7,,no,within-guardrails
s482,8,Famous books,The Count Begins His Revenge,194,18,10.89,5.634,9.68,1.08,16.67,8,,no,within-guardrails
s483,9,Famous books,Ahab's Obsession Takes Command,205,18,11.39,5.536,11.22,0.0,26.02,7,,no,within-guardrails
s484,10,Famous books,"Pride and Prejudice: Judgment, Marriage, and Class",247,19,13.11,5.517,10.3,0.86,28.33,9,,no,within-guardrails
s485,1,Fantasy/stories,Sleepy Moon,33,6,5.5,5.767,9.09,0.0,0.0,0,low-frequency,no,vocabulary-review
s486,2,Fantasy/stories,The Garden That Grew at Night,94,10,9.4,5.925,0.0,0.0,1.11,2,,no,within-guardrails
s487,3,Fantasy/stories,Door With No Handle,117,8,14.62,5.674,7.96,0.88,9.73,2,,no,within-guardrails
s488,4,Fantasy/stories,Umbrella That Changed the Weather,159,17,9.41,5.782,5.13,0.0,5.77,1,,no,within-guardrails
s489,5,Fantasy/stories,The Tailor's Thread of Patience,131,5,26.2,5.412,13.28,1.56,17.97,1,low-frequency,no,vocabulary-review
s490,6,Fantasy/stories,Postman Who Delivered Dreams,154,13,11.85,5.67,7.28,0.66,10.6,1,,no,within-guardrails
s491,7,Fantasy/stories,Cartographer Who Drew Feelings Instead of Land,165,4,41.25,5.17,15.43,3.7,36.42,1,long-words,yes,vocabulary-review
s492,8,Fantasy/stories,The Glassblower's Frozen Moments,225,6,37.83,5.339,13.45,2.69,32.74,1,,no,within-guardrails
s493,9,Fantasy/stories,Bookbinder Who Sewed Together Broken Time,219,5,43.8,5.099,18.14,1.86,40.0,1,,no,within-guardrails
s494,10,Fantasy/stories,Cartomancer Who Read the Future in Reverse,253,5,50.6,5.214,13.31,1.61,32.26,2,,no,within-guardrails
s495,1,Nature and animals,A Duck on the Pond,32,7,4.57,5.635,15.62,0.0,3.12,0,low-frequency,no,vocabulary-review
s496,2,Nature and animals,Spider's Web,100,11,9.09,5.986,0.0,0.0,1.04,2,,no,within-guardrails
s497,3,Nature and animals,Why Cats Purr,89,7,12.71,5.718,5.62,3.37,3.37,0,very-low-frequency,no,vocabulary-review
s498,6,Nature and animals,The Migration of Monarch Butterflies,151,5,30.4,5.308,13.51,2.03,35.14,4,long-words,no,vocabulary-review
s499,5,Nature and animals,Hedgehog's Winter Sleep,164,14,11.71,5.711,8.64,0.62,6.79,1,,no,within-guardrails
s500,6,Nature and animals,Elephant's Remarkable Trunk,171,13,13.23,5.628,8.19,0.58,7.02,1,,no,within-guardrails
s501,7,Nature and animals,The Termite Mound's Natural Air Conditioning,169,15,11.27,5.52,10.65,1.18,6.51,0,,no,within-guardrails
s502,8,Nature and animals,Cuttlefish's Remarkable Camouflage,200,5,40.6,4.969,18.69,6.06,37.37,1,very-low-frequency,no,vocabulary-review
s503,9,Nature and animals,Naked Mole Rat's Unusual Biology,215,5,43.2,5.096,18.52,1.39,31.94,0,,no,within-guardrails
s504,10,Nature and animals,The Deep-Sea Anglerfish's Unusual Reproduction,212,5,43.2,5.053,19.91,4.63,37.96,0,,no,within-guardrails
s505,1,World affairs,A Free Meal,43,8,5.38,6.074,0.0,0.0,4.65,0,,no,within-guardrails
s506,2,World affairs,Free Bus Ride,135,8,16.88,5.736,0.76,0.0,13.64,2,long-words,yes,vocabulary-review
s507,3,World affairs,The Neighborhood Watch,128,7,18.29,5.498,3.91,0.0,25.0,0,long-words,yes,vocabulary-review
s508,4,World affairs,City's Free Repair Café,152,6,25.33,5.377,7.24,1.32,26.97,0,long-words,yes,vocabulary-review
s509,5,World affairs,Village That Adopted a River,188,19,9.89,5.806,3.23,0.0,9.68,2,,no,within-guardrails
s510,6,World affairs,The Town That Banned Single-Use Plastic,164,6,27.33,5.169,10.98,0.61,37.2,0,long-words,no,vocabulary-review
s511,7,World affairs,Region That Built Affordable Housing Together,202,6,33.67,5.131,13.37,0.5,44.06,0,long-words,no,vocabulary-review
s512,8,World affairs,Nation That Requires Environmental Impact Voting,231,6,38.5,5.155,10.82,1.73,43.72,0,long-words,no,vocabulary-review
s513,9,World affairs,The Federation That Shares Disaster Response Equipment,238,6,39.67,5.159,13.45,0.84,49.16,0,long-words,no,vocabulary-review
s514,10,World affairs,Confederation That Rotates Its Capital City,260,6,43.33,5.072,14.62,1.54,51.92,0,,no,within-guardrails
s515,1,Everyday life,Breakfast Together,33,5,6.6,5.787,3.23,0.0,3.23,1,,no,within-guardrails
s516,2,Everyday life,The Family Recipe Box,108,5,21.6,5.485,5.66,0.94,17.92,2,long-words,yes,vocabulary-review
s517,3,Everyday life,Overgrown Backyard,86,9,9.56,5.794,3.61,0.0,4.82,2,,no,within-guardrails
s518,4,Everyday life,Neighborhood Book Exchange,155,15,10.33,5.811,1.99,0.66,7.28,2,,no,within-guardrails
s519,5,Everyday life,The Stranger Who Returned a Wallet,125,11,11.36,5.789,4.2,0.0,14.29,3,,no,within-guardrails
s520,6,Everyday life,Retirement Party That Almost Didn't Happen,199,6,33.5,5.368,10.2,0.51,31.12,2,long-words,yes,vocabulary-review
s521,7,Everyday life,Apartment Building's Unofficial Historian,195,5,39.0,5.28,13.76,0.53,36.51,3,long-words,yes,vocabulary-review
s522,8,Everyday life,The Widower's New Sunday Ritual,226,6,37.67,5.34,11.16,0.47,33.49,3,,no,within-guardrails
s523,9,Everyday life,House That Held Three Generations of Arguments,240,6,40.0,5.395,10.21,0.85,32.34,2,,no,within-guardrails
s524,10,Everyday life,Correspondence That Spanned a War and Outlasted It,289,6,48.17,5.38,10.56,2.11,33.1,1,,no,within-guardrails
s525,1,History,The Old Wagon,48,8,6.0,6.041,8.33,0.0,2.08,0,low-frequency,no,vocabulary-review
s526,2,History,Village Blacksmith,109,11,9.91,5.953,1.89,0.0,0.94,1,,no,within-guardrails
s527,4,History,Traveling Storyteller,180,16,11.25,5.893,1.14,0.0,6.25,1,,no,within-guardrails
s528,4,History,The Winter Market,201,9,22.33,5.449,6.97,0.0,17.91,0,,yes,vocabulary-review
s529,5,History,Apprentice Who Became a Master,209,8,26.12,5.367,12.2,1.46,31.71,1,long-words,no,vocabulary-review
s530,6,History,Plague Doctor's Notebook,268,7,38.29,5.351,9.51,0.38,38.4,2,long-words,yes,vocabulary-review
s531,8,History,The Merchant Fleet That Sailed Without Maps,274,6,45.67,5.098,16.85,4.76,39.93,1,very-low-frequency,yes,vocabulary-review
s532,8,History,Court Painter Who Recorded Dissent,314,7,44.86,5.21,15.76,1.93,40.84,2,,yes,vocabulary-review
s533,9,History,Cartographer Who Refused to Finish His Final Map,298,7,42.57,5.239,12.63,1.37,41.98,2,,no,within-guardrails
s534,10,History,The Diplomat Whose Silence Ended a War,313,7,44.71,5.024,19.74,2.27,48.87,2,,no,within-guardrails
s535,1,Science,Why Fire Is Hot,29,6,4.83,5.718,0.0,0.0,4.35,1,,no,within-guardrails
s536,2,Science,Why Bread Gets Hard,86,8,10.75,5.802,2.33,0.0,0.0,0,,no,within-guardrails
s537,3,Science,How Our Skin Protects Us,128,6,21.33,5.392,6.25,0.78,22.66,0,long-words,yes,vocabulary-review
s538,4,Science,How Airplanes Stay in the Air,151,7,21.57,5.45,10.6,1.32,23.84,0,long-words,no,vocabulary-review
s539,5,Science,Science of Why We Get Goosebumps,170,13,13.08,5.761,4.17,0.0,5.36,1,,no,within-guardrails
s540,6,Science,How Antibiotics Fight Bacteria,163,14,11.64,5.688,7.45,0.0,16.77,1,,no,within-guardrails
s541,7,Science,Physics of Why We Feel Weightless in Free Fall,236,7,33.86,5.373,13.9,1.79,26.46,5,,no,within-guardrails
s542,8,Science,Chemistry Behind Why Certain Foods Taste Better Together,241,5,48.2,5.111,16.18,0.41,44.81,0,long-words,yes,vocabulary-review
s543,9,Science,The Neuroscience of Why Music Gives Us Chills,232,6,38.83,5.041,13.79,1.29,41.81,1,,no,within-guardrails
s544,10,Science,Quantum Mechanics of Why Certain Materials Become Superconductors,274,6,46.33,4.895,20.3,5.17,50.55,4,,no,within-guardrails
s545,1,Famous books,Little Red Riding Hood,111,15,7.4,6.078,0.0,0.0,1.87,3,,no,within-guardrails
s546,2,Famous books,The Emperor's New Clothes,142,18,7.89,6.001,2.14,0.0,4.29,1,,no,within-guardrails
s547,3,Famous books,Pinocchio Runs Away from Home,158,18,8.78,6.024,1.36,0.0,6.8,2,,no,within-guardrails
s548,4,Famous books,Jim Meets Long John Silver,202,19,10.68,5.848,6.56,0.0,9.84,7,,no,within-guardrails
s549,5,Famous books,Beth and the Quiet Piano,202,19,10.63,5.926,3.78,0.54,10.81,5,,no,within-guardrails
s550,6,Famous books,Escape from the Château d'If,201,20,10.45,5.785,6.25,1.56,8.85,8,,no,within-guardrails
s551,7,Famous books,The Portrait Begins to Change,194,18,10.78,5.757,7.57,0.54,15.14,4,,no,within-guardrails
s552,8,Famous books,The Count Learns to Show Mercy,199,17,11.82,5.799,4.21,0.53,13.16,4,,no,within-guardrails
s553,9,Famous books,Pip Reconsiders What Makes a Gentleman,207,15,13.93,5.489,11.98,0.52,20.83,8,,no,within-guardrails
s554,10,Famous books,"Les Misérables: Law, Mercy, and Moral Change",253,18,14.22,5.549,6.56,0.82,21.31,6,,no,within-guardrails
s555,1,Fantasy/stories,The Fox With Two Tails,35,6,5.83,5.747,14.29,0.0,0.0,0,low-frequency,no,vocabulary-review
s556,1,Fantasy/stories,Talking Rock,45,11,4.09,5.935,2.22,0.0,2.22,0,,no,within-guardrails
s557,2,Fantasy/stories,Shoemaker's Extra Pair,128,6,21.33,5.68,4.84,0.81,9.68,1,long-words,yes,vocabulary-review
s558,2,Fantasy/stories,The Cloud Shepherd,105,9,11.67,5.926,1.94,0.0,1.94,1,,no,within-guardrails
s559,3,Fantasy/stories,Wishing Bench,92,9,10.22,5.884,1.11,0.0,3.33,1,,no,within-guardrails
s560,3,Fantasy/stories,Painter's Missing Color,138,5,27.6,5.313,7.35,0.0,22.06,1,long-words,yes,vocabulary-review
s561,4,Fantasy/stories,The Locksmith's Final Key,169,6,28.67,5.4,10.71,1.79,22.62,1,long-words,yes,vocabulary-review
s562,4,Fantasy/stories,Weathervane That Remembered,170,14,12.14,5.895,4.79,0.0,5.39,2,,no,within-guardrails
s563,5,Fantasy/stories,Cobbler Who Mended Time,177,5,35.4,5.323,7.51,1.16,28.32,1,long-words,yes,vocabulary-review
s564,5,Fantasy/stories,The Baker Who Kneaded Memories,176,14,12.57,5.797,2.92,0.58,5.85,1,,no,within-guardrails
s565,6,Fantasy/stories,Cartwright Who Built Roads to Nowhere,167,17,9.82,5.692,3.68,0.0,9.2,2,,no,within-guardrails
s566,6,Fantasy/stories,Weaver's Loom of Quiet Places,169,6,28.17,5.208,11.52,1.21,29.7,2,,no,within-guardrails
s567,7,Fantasy/stories,The Apothecary Who Bottled Courage,199,6,33.33,5.269,9.69,1.02,34.69,2,,no,within-guardrails
s568,7,Fantasy/stories,Chandler Who Sold Borrowed Light,179,5,36.2,4.986,22.6,1.13,32.77,2,low-frequency,yes,vocabulary-review
s569,8,Fantasy/stories,Instrument Maker Who Tuned Grief,219,7,31.43,5.319,9.3,0.93,33.49,1,,no,within-guardrails
s570,8,Fantasy/stories,The Mapmaker Who Charted Regret,226,6,37.67,5.248,9.42,1.35,39.01,1,,no,within-guardrails
s571,9,Fantasy/stories,Glazier Who Trapped Sunsets,245,6,40.83,5.408,10.0,2.5,27.08,2,,no,within-guardrails
s572,9,Fantasy/stories,Silversmith Who Forged Second Voices,223,5,44.6,5.195,14.55,2.73,30.0,1,,no,within-guardrails
s573,10,Fantasy/stories,The Bell Founder Who Cast Forgiveness,272,6,46.17,5.139,16.61,2.17,39.35,0,,no,within-guardrails
s574,10,Fantasy/stories,Archivist Who Catalogued Unspoken Apologies,255,5,51.4,5.163,15.02,5.14,39.92,1,,no,within-guardrails
s575,1,Nature and animals,A Rabbit in the Grass,31,7,4.43,5.789,9.68,0.0,0.0,0,low-frequency,no,vocabulary-review
s576,1,Nature and animals,The Little Ant,33,7,4.71,5.916,12.12,0.0,0.0,0,low-frequency,no,vocabulary-review
s577,2,Nature and animals,Woodpecker's Loud Knock,92,10,9.2,5.791,2.27,2.27,3.41,2,very-low-frequency,no,vocabulary-review
s578,2,Nature and animals,Turtle's Slow Journey,93,9,10.33,5.766,4.3,0.0,0.0,0,,no,within-guardrails
s579,3,Nature and animals,The Clever Crow's Trick,88,8,11.0,5.949,4.55,0.0,1.14,0,,no,within-guardrails
s580,3,Nature and animals,Bat's Nighttime Feast,78,7,11.14,5.771,7.69,0.0,3.85,0,,no,within-guardrails
s581,4,Nature and animals,How Salmon Find Their Way Home,167,14,11.93,5.842,1.81,0.0,2.41,1,,no,within-guardrails
s582,4,Nature and animals,The Chameleon's Sticky Tongue,158,13,12.23,5.762,7.55,0.63,3.14,0,,no,within-guardrails
s583,5,Nature and animals,Remarkable Homing Ability of Pigeons,173,6,29.5,5.281,7.39,1.14,34.66,1,long-words,yes,vocabulary-review
s584,5,Nature and animals,Praying Mantis's Patient Hunting Strategy,164,13,12.62,5.701,10.37,0.61,7.32,0,,no,within-guardrails
s585,6,Nature and animals,The Symbiotic Relationship Between Clownfish and Sea Anemones,179,7,25.71,5.189,15.0,3.33,29.44,0,very-low-frequency,no,vocabulary-review
s586,6,Nature and animals,Complex Communication System of Prairie Dogs,164,12,13.67,5.803,4.94,0.62,8.02,2,,no,within-guardrails
s587,7,Nature and animals,Remarkable Regenerative Abilities of Starfish,212,5,42.6,5.099,12.92,1.91,41.15,1,long-words,yes,vocabulary-review
s588,7,Nature and animals,The Unusual Hunting Technique of Archer Fish,209,7,29.86,5.163,14.83,2.87,27.27,0,,no,within-guardrails
s589,8,Nature and animals,Extraordinary Migration of Arctic Terns,227,6,37.83,5.158,15.6,2.75,37.61,3,,no,within-guardrails
s590,8,Nature and animals,Complex Social Structure of Orca Pods,209,5,42.0,5.075,14.56,1.46,36.89,1,,no,within-guardrails
s591,9,Nature and animals,The Fungal Networks That Connect Forest Ecosystems,204,5,41.2,5.088,14.08,2.43,40.29,0,,no,within-guardrails
s592,9,Nature and animals,Sophisticated Tool Use of New Caledonian Crows,220,5,44.8,5.057,17.49,0.45,38.57,1,,no,within-guardrails
s593,10,Nature and animals,Extremophile Organisms Redefining the Boundaries of Life,269,5,54.2,4.995,16.73,2.23,46.1,2,,no,within-guardrails
s594,10,Nature and animals,The Epigenetic Inheritance of Environmental Memory,278,6,46.33,5.011,17.09,2.91,52.0,2,,no,within-guardrails
s595,1,World affairs,A New Bridge,43,8,5.38,6.042,2.33,0.0,0.0,0,,no,within-guardrails
s596,1,World affairs,Sharing Food,43,8,5.38,5.982,0.0,0.0,9.3,0,long-words,no,vocabulary-review
s597,2,World affairs,The Community Clean-Up Day,134,8,16.75,5.588,3.73,0.0,20.15,0,long-words,yes,vocabulary-review
s598,3,World affairs,School Supply Drive,138,6,23.0,5.422,5.07,0.0,34.78,0,long-words,yes,vocabulary-review
s599,3,World affairs,Town's First Community Center,95,8,11.88,5.753,2.11,0.0,7.37,0,,no,within-guardrails
s600,3,World affairs,The Volunteer Tutoring Program,173,8,21.62,5.477,7.56,0.0,29.07,1,long-words,yes,vocabulary-review
s601,4,World affairs,City's Bike Lane Expansion,199,7,28.43,5.352,7.54,0.0,32.66,0,long-words,yes,vocabulary-review
s602,6,World affairs,Rural Internet Access Initiative,189,6,31.5,5.102,11.11,0.53,46.56,0,long-words,no,vocabulary-review
s603,6,World affairs,The Cooperative Housing Model,229,6,38.17,5.171,11.79,0.87,43.67,0,long-words,yes,vocabulary-review
s604,8,World affairs,Municipal Composting Program,216,6,36.0,5.213,10.19,3.24,42.59,0,long-words,no,vocabulary-review
s605,8,World affairs,Cross-Border Water Management Agreement,239,6,39.83,5.164,13.81,0.42,43.51,0,long-words,no,vocabulary-review
s606,6,World affairs,The Regional Renewable Energy Cooperative,211,6,35.17,5.126,14.22,0.95,44.55,0,long-words,yes,vocabulary-review
s607,8,World affairs,National Apprenticeship Modernization Program,216,6,36.0,4.907,15.74,1.85,55.56,0,long-words,no,vocabulary-review
s608,7,World affairs,Multi-Municipal Emergency Medical Service,220,6,36.67,5.072,15.0,1.82,46.82,0,long-words,yes,vocabulary-review
s609,8,World affairs,The National Community Land Trust Initiative,265,8,33.12,5.142,9.43,0.75,40.38,0,,no,within-guardrails
