id,level,topic,title,text_sha256,words,sentences,maxSentence,averageSentence,low_frequency_pct,very_low_frequency_pct,frequency_terms,errors,flags,status
s149,5,World affairs,Town That Pays Its Bus Fares in Books,a45e5859de3726219a8059579280347f161c16762d3d0acaa25763bcb92a902a,198,18,14,11,6.06,0.0,librarian (2); fare (2); fictional (1); depended (1); fares (1); budgets (1); unsure (1); shelves (1); rode (1); town's (1),,,automated-screen-clear
s150,8,World affairs,The Country That Sends Its Trash to Make Electricity,8867e06620df6a9986b7e45bb1fe2247ab608a9ec0f3a27e40b873b474a7d985,358,10,58,35.8,10.06,1.4,incineration (3); persistent (2); densely (2); populated (2); generating (2); nation's (2); landfill (2); renewable (2); constraints (2); fictional (1); converting (1); landfills (1); impractical (1); transported (1); electricity-generating (1),,long-sentence;dense-syntax,needs-editorial-review
s151,7,World affairs,City That Elected a Committee of Children,7be8f3bfd72b8f48ab2575bb9878ce5f263aed648e6b2d9256acff03a8e78735,379,9,59,42.11,10.29,0.79,comprising (2); planners (2); weigh (2); incorporating (2); councils (2); fictional (1); fourteen (1); tasked (1); reviewing (1); conceived (1); symbolic (1); intending (1); generating (1); substantive (1); playground (1),,long-sentence;dense-syntax,needs-editorial-review
s152,8,World affairs,Nation That Rents Its Army to the United Nations,bcd615d26f604c7828cecea43d0feff2e3600e316ee5335161ef27a1bffd665c,448,9,72,49.78,16.96,1.34,peacekeeping (16); nation's (6); deployment (4); considerations (4); humanitarian (4); professionally (2); constitutes (2); troop (2); explicit (2); arrangement's (2); mission's (2); ethically (2); fictional (1); persistent (1); underutilized (1),,long-sentence;dense-syntax,needs-editorial-review
s153,9,World affairs,The Region That Prints Its Own Local Currency Alongside the National One,12eebcc606e85852e96026f7c0947ff17ca24d1a14d312a15878eab1faca22cd,449,12,84,37.42,8.69,0.45,economically (3); measurable (3); explicitly (2); periodic (2); fictional (1); persistent (1); grassroots (1); sanctioned (1); circulating (1); neighboring (1); exchangeable (1); usable (1); retailers (1); benefited (1); organizers (1),,long-sentence;dense-syntax,needs-editorial-review
s154,10,World affairs,Court That Has No Country to Enforce Its Rulings,06de26b3ef8c2937e198859581e8dcb40974b7b07b90077b1d13fb8f899a63b8,512,10,81,51.2,10.16,0.59,rulings (5); persistent (4); credibility (3); disputes (2); limitation (2); reputational (2); absent (2); arbitration (1); broadly (1); tribunals (1); procedurally (1); compel (1); chooses (1); court's (1); unfavorable (1),,long-sentence;dense-syntax,needs-editorial-review
s155,5,Everyday life,Jar of Coins Saved for Nothing in Particular,18deff79510a1436c9fc2fa030c73e9f6d6efef0160ea976e06ccfc92ed53c93,277,11,40,25.18,9.75,2.17,jar (5); fumiko (3); unplanned (2); spontaneous (2); fumiko's (1); refrigerator (1); satisfying (1); comfortably (1); accumulated (1); depositing (1); whim (1); folding (1); budgeted (1); totaled (1); immensely (1),,long-sentence;dense-syntax,needs-editorial-review
s156,6,Everyday life,The Neighbor Who Waters Plants While You're Away,4c0341ca602779dcda6ced3f7eb01923d91afc01697f3670fa9345f59a833e3c,194,17,19,11.41,11.86,2.06,marguerite (5); odile (3); exchanged (2); polite (1); nods (1); elevator (1); houseplants (1); watering (1); gladly (1); solitary (1); other's (1); afterward (1); favors (1); friendships (1); hallway (1),,,automated-screen-clear
s157,7,Everyday life,Apartment That Echoes Differently at Night,57b740cdc0b89c45c067dabe58eccc4a2afcf2b7df37705ec78c4b72c8833b22,212,19,18,11.16,9.91,1.42,desmond (3); friend's (2); hum (1); desmond's (1); filtered (1); unusually (1); quieter (1); refrigerator's (1); tones (1); footsteps (1); tile (1); unfamiliar (1); unnoticed (1); recognizing (1); apartment's (1),,,automated-screen-clear
s158,8,Everyday life,Promise Kept Long After It Was Forgotten,32198450ecd5d737e782c3352e3e99620dc3701ac52874e4b23a4103f6b1d4c1,425,11,58,38.64,13.41,1.41,reginald (9); thirtieth (2); researched (2); extensively (2); premature (2); discovering (2); offhand (1); amid (1); reginald's (1); unexpectedly (1); nineteen (1); absorbed (1); afterward (1); resurfaced (1); handwritten (1),,long-sentence;dense-syntax,needs-editorial-review
s159,9,Everyday life,The Silence That Followed a Retirement,b887954bb3da0302b463d3041e771cfe2a70e840719167271b56632112a87405,473,11,69,43,9.51,2.54,consolata (6); disorienting (3); structured (2); consciously (2); satisfying (2); freed (1); accompanying (1); commitments (1); adequately (1); colleague (1); recognizing (1); persistent (1); auditory (1); backdrop (1); appealing (1),,long-sentence;dense-syntax,needs-editorial-review
s160,10,Everyday life,House That Two Siblings Could Not Agree to Sell,33e2c195032bf8931297736ff1a68461f66479fadd15cf18928c353fdd49424e,454,9,74,50.44,13.88,3.3,disagreement (5); theodric (4); prolonged (4); wilhelmina (3); sibling (3); occupy (2); wilhelmina's (2); reluctance (2); eventual (2); inherited (1); persisted (1); remarkably (1); considerations (1); necessity (1); centered (1),,long-sentence;dense-syntax,needs-editorial-review
s161,6,History,Well That Never Ran Dry,cf6ae8560f9f26a36cf39be734cd4f01e5eb00f424192bec2ac3a6993b54515c,235,18,24,13.06,4.26,0.43,drought (2); builders (2); fictional (1); unspecified (1); formations (1); droughts (1); proudly (1); geology (1),,,automated-screen-clear
s162,8,History,The Merchant Who Paid His Taxes in Salt,206dd152af86b123b32150e38999322feda299e7ad659f75fde27943608a03ca,380,10,52,38,14.21,4.21,kingdom's (4); unreliable (3); taxation (3); commodity (3); instability (3); merchants (3); debasement (2); aldous (2); collectors (2); salt's (2); informal (2); commodity-based (2); fictional (1); unspecified (1); confidently (1),,long-sentence;dense-syntax,needs-editorial-review
s163,7,History,Bridge Built to Be Destroyed,ab0aa0a73f4b50ff207f0e57d962954cb923da51ec983afb909bc06d17776fee,419,10,65,41.9,12.65,2.86,bridge's (4); pursuing (3); retreating (3); incorporating (3); weaknesses (3); concealed (3); kingdom's (2); perpetua (2); positioned (2); triggered (2); perpetua's (2); fictional (1); unspecified (1); prolonged (1); besieged (1),,long-sentence;dense-syntax,needs-editorial-review
s164,8,History,Treaty Signed by Two Men Who Never Met,f2cf48481da4442428fe53b8fd2d86ab0a081ea9a0d4dd2e48a4cc4640c4e0b2,411,11,57,37.36,18.49,1.7,negotiation (9); correspondence (4); historians (3); kingdoms (3); negotiators (3); territorial (2); negotiator (2); mutually (2); misunderstandings (2); diplomats (2); fictional (1); unspecified (1); prolonged (1); geographically (1); circumstance (1),,long-sentence;dense-syntax,needs-editorial-review
s165,9,History,The Regent Who Ruled for a Single Afternoon,836411fc7649b0f7fcb8892c614fdba659af22d703cdfa0899d0831b93d99ebf,444,11,58,40.36,17.57,2.7,succession (10); kingdom's (5); regency (4); regent (3); improvised (3); monarch (2); protocols (2); aldric (2); unprecedented (2); adequately (2); historians (2); fictional (1); unspecified (1); reconstruction (1); shortest (1),,long-sentence;dense-syntax,needs-editorial-review
s166,10,History,Archive That Survived by Being Ignored,7a387eb5b282e8ee6ba125b5a156a260bf45ad1b39c736b6489a3f830de7097f,517,11,77,47,11.61,1.55,historians (8); deliberate (5); mundane (3); archive's (2); archive (2); revision (2); dramatically (2); unimportant (2); fictional (1); unspecified (1); counterintuitive (1); periodic (1); upheaval (1); judgments (1); correspondence (1),,long-sentence;dense-syntax,needs-editorial-review
s167,5,Science,Why Bananas Turn Brown So Quickly,276c847ce8d92617ca898bd0ea9fd23fc26703a677ce6c48232883490358e14b,309,7,51,44.14,12.94,6.15,bananas (7); ripening (5); ethylene (4); browning (2); ripen (2); storing (2); banana's (2); peel (1); triggers (1); peel's (1); overripe (1); interestingly (1); apples (1); oranges (1); speeding (1),,long-sentence;dense-syntax;very-low-frequency,needs-editorial-review
s168,6,Science,How Bread Mold Grows Even in the Fridge,0478986b3601abe497ef455a9fdaebbc2f807c77bc923e0490aef7085b894f4b,337,11,51,30.64,16.02,0.89,mold (16); refrigeration (5); refrigerator (4); slows (2); refrigerators (2); refrigerated (2); frustration (1); develops (1); organisms (1); reproduce (1); moisture (1); nutrients (1); prefers (1); optimal (1); albeit (1),,long-sentence;dense-syntax;low-frequency,needs-editorial-review
s169,7,Science,Reason Metal Feels Colder Than Wood,54a4965a352e8efa8d875e5810ddb610910bc89bf8d26555e82a664c549f06ae,376,11,58,34.18,13.3,1.6,conductivity (6); ambient (4); flooring (4); utensils (3); doorknob (2); colder (2); noticeably (2); sensory (2); sensation (2); consequently (1); substances (1); possesses (1); efficiently (1); touches (1); warmer (1),,long-sentence;dense-syntax,needs-editorial-review
s170,8,Science,Gas That Makes Deep Divers Talk Strangely,6f228254d715779967080613f7941bdf6e999460ab44319cabe4e4347fb614e7,403,10,66,40.3,21.34,1.99,divers (10); nitrogen (7); depths (5); mixtures (4); narcosis (4); narcotic (3); helium (3); clearer (3); peculiar (2); intoxication (2); noticeably (2); helium-based (2); helium's (2); compressed (1); physiological (1),,long-sentence;dense-syntax;low-frequency,needs-editorial-review
s171,9,Science,How Proteins Find a Working Shape,c878b606cdfa64c8479f4668f59b88adc91bb776e2939edaa2ada21d16edcbbb,203,14,29,14.5,12.81,1.97,folding (3); amino (2); acids (2); incorrect (2); shapes (1); helper (1); chaperones (1); slower (1); misfolded (1); harmful (1); aggregates (1); cell's (1); neurodegenerative (1); amino-acid (1); sequences (1),,,automated-screen-clear
s172,10,Science,Vacuum That Isn't Actually Empty,18fd71f86aef2e8ba4efa0dbb6c173f2cf7f2d87b6edfeb95eb23b1731cafa83,456,9,70,50.67,15.57,4.17,physicists (4); particle (3); fluctuations (3); occurring (2); measurably (2); compelling (2); counterintuitive (2); casimir (2); experimentally (2); fundamentally (1); devoid (1); whatsoever (1); revealing (1); evacuated (1); adequately (1),,long-sentence;dense-syntax,needs-editorial-review
s173,5,Famous books,The Mutiny Begins,e2475e602e2121a2a9aeb369aee197eeed021087bdbca7a43248ebade89c2b00,209,22,15,9.5,5.26,0.48,sailors (2); hawkins (1); climbed (1); silver’s (1); pirate (1); flint (1); pirates (1); sailor (1); rushed (1); captain’s (1),,,automated-screen-clear
s174,6,Famous books,Victor Brings the Creature to Life,0862a127c2b0a54b33c50e40963e6d1f531b09da8424b2b4c1b68310fb3a4387,202,18,23,11.22,4.46,0.0,frankenstein (1); fascinated (1); anatomy (1); curiosity (1); obsession (1); greatness (1); pictured (1); endlessly (1); succeeding (1),,,automated-screen-clear
s175,7,Famous books,The Bishop and the Candlesticks,0854b4839a4709c4d72fc4cedf786c9cfed9537697593c0b7a4214a479035351,205,18,20,11.39,7.8,4.39,valjean (6); bishop's (2); candlesticks (2); welcomed (1); shaken (1); hostility (1); erase (1); valjean's (1); cruelty (1),,very-low-frequency,needs-editorial-review
s176,8,Famous books,Sydney Carton's Final Choice,c122f6ce7cd6811615fbac5908ea98553f126a6559d4d2c978341bc2972d6f54,199,18,20,11.06,12.56,3.52,carton (6); darnay (3); lucie (3); regrets (2); imprisoned (1); arranges (1); unconscious (1); carton's (1); darnay's (1); protects (1); imagines (1); gratitude (1); substitution (1); symbolically (1); replaces (1),,,automated-screen-clear
s177,9,Famous books,Valjean Faces an Impossible Choice,01645cea5151eb0eea9e905a7f2afd716d7dce6f95f08f84b78c71124b23ff8b,228,16,23,14.25,9.21,2.63,valjean (6); respectable (1); learns (1); mistaken (1); condemned (1); selfishness (1); construct (1); bishop's (1); hugo (1); distinguish (1); simplest (1); calculation (1); permitting (1); honesty (1); wrongful (1),,,automated-screen-clear
s178,10,Famous books,"Moby-Dick: Fate, Freedom, and Obsession",ad69d3a6eec3f56c6ef20639547090b3f77169041383bc61fde65b3252990594,252,21,19,12,14.68,5.16,ahab (6); whale (4); ahab's (2); moby (2); moby-dick (1); metaphysical (1); indifferent (1); symbolic (1); organize (1); traps (1); obsession (1); ishmael (1); queequeg (1); starbuck (1); recognizes (1),,,automated-screen-clear
s179,5,Fantasy/stories,Baker's Daughter Who Could Taste Lies,88231f831f4be9c9725a8b029dd21d09d03c78f576ac1311ce41254fd73e8ffe,314,13,37,24.15,7.96,0.32,wren (6); tasted (2); bakery (2); troubling (2); faintly (1); handing (1); cheerful (1); strangely (1); wren's (1); baked (1); confronting (1); softly (1); doubts (1); patiently (1); thanking (1),,long-sentence;dense-syntax,needs-editorial-review
s180,5,Fantasy/stories,The Scarecrow That Learned to Whistle,1fe93e79c83f5c51402b3b38a298d260b463ae44ab7d0ecae626041c558a39c5,298,12,42,24.83,15.44,2.68,scarecrow (6); whistling (6); casper (5); tunes (3); farmhands (3); straw (2); cheerful (2); afternoons (2); scarecrow's (2); faint (2); cornfield (1); frightening (1); farmhand (1); casper's (1); imagining (1),,long-sentence;dense-syntax;low-frequency;very-low-frequency,needs-editorial-review
s181,6,Fantasy/stories,Cobbler Who Mended Broken Promises,2188ca7f114331b8bbec6404688d9de1c202a190bbe07b778bf5d56250915d88,350,13,50,26.92,9.71,4.0,fennimore (5); mending (3); fennimore's (2); stitches (2); forgiveness (2); troubled (2); townspeople (2); husband's (2); shoemaker (1); aldenbrook (1); repairing (1); advertised (1); whatsoever (1); judged (1); trustworthy (1),,long-sentence;dense-syntax;very-low-frequency,needs-editorial-review
s182,6,Fantasy/stories,Ferryman Who Only Crossed at Midnight,0d4cf43c7a6a7d601f0208e018c87b5535a0e84de60ff354abc8c1573d0d1998,179,16,18,11.19,5.03,1.68,osric (3); travelers (2); yesterday's (1); smiled (1); calmer (1); limiting (1),,,automated-screen-clear
s183,7,Fantasy/stories,The Beekeeper Who Traded Honey for Memories,b3632624718d2caf3431f3797fd394041afbc3f3c450ac253bbf42bd3e6e95ba,224,20,26,11.2,9.82,3.12,cordelia (5); bees (2); jar (2); meadow (2); tasted (1); mattered (1); longtime (1); hives (1); pollen (1); surroundings (1); customer's (1); hive (1); afterward (1); cordelia's (1); beekeeper (1),,,automated-screen-clear
s184,7,Fantasy/stories,Mapmaker's Daughter Who Drew What Wasn't There Yet,96f983f485812742d18f338d92cb1c52c1e3648aa99d84563664a93328e8191a,340,10,52,34,11.47,4.12,isadora (7); mapmaking (2); unconsciously (2); cartography (1); mapmaker (1); reliability (1); differed (1); observational (1); sketching (1); documenting (1); deliberate (1); careless (1); corrected (1); fishermen (1); constructing (1),,long-sentence;dense-syntax;very-low-frequency,needs-editorial-review
s185,8,Fantasy/stories,Potter Who Shaped Silence Into Bowls,99aaf027fd8eb67fb370c6fe521e15befe77b0d4a152cded27e42e630d34ae13,395,10,57,39.5,9.62,3.04,aurelio (6); bowls (3); accumulated (2); articulate (2); literal (2); practiced (1); pottery (1); specialty (1); craftspeople (1); ceramic (1); calming (1); inherited (1); refined (1); unbroken (1); stillness (1),,long-sentence;dense-syntax,needs-editorial-review
s186,8,Fantasy/stories,The Watchmaker Who Sold Borrowed Mornings,6bdd771b55b71354f817480e054f3162f5a781aa9db3723d6b304f2970f75c95,433,11,62,39.36,10.85,2.08,relive (3); ephraim (3); ephraim's (2); joyful (2); possessed (2); reliving (2); processed (2); commissions (2); mornings (2); watchmaking (1); timekeeping (1); unfolded (1); cautioned (1); prospective (1); borrowing (1),,long-sentence;dense-syntax,needs-editorial-review
s187,5,Nature and animals,How Woodpeckers Withstand Repeated Pecking,0b713fb6f854535453eac33f6db0136a6f3c1eae48eb00df5755716831001f6e,204,13,35,15.69,12.25,4.41,pecking (2); woodpeckers (2); woodpecker (1); acceleration (1); beak (1); posture (1); twisting (1); damaging (1); explanations (1); spongy (1); woodpecker's (1); hyoid (1); absorber (1); cushion (1); absorbing (1),,long-sentence;very-low-frequency,needs-editorial-review
s188,5,Nature and animals,Owl That Hunts by Sound Alone,0704d8fc3c943c231d50f9abb82d170f6f2dc9bf11030196dcb100bcd762278b,297,11,44,27,13.47,2.36,owl (5); barn (4); owls (3); eyesight (3); prey (3); positioned (3); nighttime (2); owl's (2); dim (1); relying (1); whatsoever (1); asymmetrically (1); sound's (1); symmetrically (1); rustles (1),,long-sentence;dense-syntax;low-frequency,needs-editorial-review
s189,6,Nature and animals,The Turtle That Breathes Through Its Skin,34cb858f751caa4df970db099597f9bf7d4e2be5d50338d71f05768bf0a51a22,214,15,28,14.27,7.94,0.47,lungs (2); turtle (2); turtles (1); absorb (1); underwater (1); gills (1); dissolved (1); turtle's (1); pond (1); metabolism (1); slows (1); absorbed (1); efficiently (1); bloodstream (1); habitats (1),,,automated-screen-clear
s190,6,Nature and animals,Plant That Traps Insects for Dinner,dba382453aff705511a36fa8660765a96ec379c823ce07863f922f1184acb7b9,182,16,22,11.38,7.69,0.55,minerals (2); nitrogen (2); hairs (2); insect (2); venus (1); flytrap (1); catches (1); juices (1); sunlight (1); eats (1),,,automated-screen-clear
s191,7,Nature and animals,The Bird That Builds a Bower to Attract Mates,aec3cca10e3d47951bec8aca1dc6e2d007fe1d8280188d39c8b8048e78f146ff,345,9,70,38.33,17.97,4.06,courtship (5); bowers (5); bowerbird (3); bower (3); male's (2); arranging (2); colorful (2); bower's (2); decorative (2); behaviors (1); construct (1); intricate (1); elaborately (1); decorated (1); colorfully (1),,long-sentence;dense-syntax;low-frequency;very-low-frequency,needs-editorial-review
s192,7,Nature and animals,The Shrimp That Sees Colors Humans Cannot,05e6421293b3dc0b9c99ec41473bee8be5940742ef4c0bf091b40d65b79bc332,323,9,65,35.89,17.65,1.86,mantis (8); shrimp (7); receptor (4); receptors (3); perceive (2); translate (2); analytically (2); polarized (2); kingdom's (1); colorful (1); crustacean (1); wavelengths (1); sixteen (1); interestingly (1); behavioral (1),,long-sentence;dense-syntax;low-frequency,needs-editorial-review
s193,8,Nature and animals,Tardigrade That Survives the Vacuum of Space,22fcd64c4fd93df0bbeef323629ee709f66c075c28d66fb8dd644c7198fa5ca4,365,9,61,40.56,12.6,4.66,tardigrades (5); tardigrade (3); extremes (2); hospitable (2); cryptobiosis (2); cellular (2); dehydration (2); resilience (2); resilient (1); organisms (1); microscopic (1); invertebrates (1); orbital (1); fluctuations (1); revived (1),,long-sentence;dense-syntax;very-low-frequency,needs-editorial-review
s194,8,Nature and animals,A Giant Fungus Beneath the Forest,c4f9ef385199a361f500d3a7ee3048a76c0690f3c6d8d7d4feea65a143474d69,395,10,61,39.5,15.7,2.78,organism (6); fungus (6); fungal (5); ecosystem (2); growths (2); genetically (2); organism's (2); constitutes (2); ecological (2); mycologists (1); scattered (1); kilometers (1); scientifically (1); spreads (1); rhizomorphs (1),,long-sentence;dense-syntax,needs-editorial-review
s195,5,World affairs,The Town Where Everyone Owns a Piece of the Bakery,0e801353c994b87eaff7515995322945d569b90fc4f4356fe19dd542507d8300,337,8,52,42.13,6.53,0.0,bakery (8); cooperative (4); fictional (1); longtime (1); jointly (1); sixty (1); wealthier (1); discounts (1); thrived (1); succeeding (1); benefited (1); town's (1),,long-sentence;dense-syntax,needs-editorial-review
s196,6,World affairs,School Bus That Doubles as a Mobile Library,f8a9f3ca355d8ebe8e6dbd0bd95d110d5db1cfd62ae5e35129bd3582166ef25f,219,19,20,11.53,1.83,0.0,fictional (1); shelves (1); parked (1); browse (1),,,automated-screen-clear
s197,6,World affairs,City That Turned Its Empty Lots Into Gardens,44b68bffcf99e480a635b6089a86806d1ca2907ad862db3be01697dfe01f61e7,368,10,67,36.8,7.61,0.27,neighborhoods (4); program's (3); vacant (2); gardening (2); fictional (1); scattered (1); economically (1); unused (1); amendments (1); noticeably (1); litter (1); neglect (1); unmonitored (1); oversight (1); informal (1),,long-sentence;dense-syntax,needs-editorial-review
s198,7,World affairs,The Country That Requires Every Law to Expire,9cbafbe4c62a1187b3bcc62366ad89998717044c0735ee30c6df53d6a1e74b36,429,13,65,33,16.08,2.1,legislators (5); nation's (4); outdated (3); periodic (3); renewal (3); substantive (3); expire (2); renew (2); clause (2); expiring (2); accumulation (2); evident (2); routinely (2); reconsideration (2); fictional (1),,long-sentence;dense-syntax,needs-editorial-review
s199,7,World affairs,Village That Votes by Placing Stones in Jars,96cec6866b805a547a56738633d75b90006353b13b4e406a37d4ea90e2808212,408,9,72,45.33,13.97,0.25,stone-jar (4); ballots (3); literacy (3); community's (3); jar (2); preserving (2); adopting (2); standardized (2); fictional (1); impractical (1); elders (1); persisted (1); jars (1); labeled (1); simpler (1),,long-sentence;dense-syntax,needs-editorial-review
s200,8,World affairs,Nation That Shares Its Border Guards With a Neighbor,cc390260ebccabadc4243168cc47d8c4023038bb9f36780ae385da0a5838fb6a,441,12,60,36.75,7.94,0.45,tense (2); neighboring (2); nation's (2); deteriorate (2); fictional (1); mixed-nationality (1); staffed (1); negotiation (1); proceeding (1); unprecedented (1); functioned (1); smoothly (1); region's (1); geography (1); smuggling (1),,long-sentence;dense-syntax,needs-editorial-review
s201,8,World affairs,The City-State That Outsources Its Own Foreign Policy,d205100d93315077df9167ea2f5d5bdc8bf8a3b381120e03dfa3954a3fae6325,506,13,64,38.92,9.29,0.79,nation's (7); sovereignty (5); constraints (2); inherent (2); contracted (2); adequately (2); fictional (1); contracting (1); forums (1); lacked (1); preserving (1); diplomats (1); advocated (1); formulated (1); communicated (1),,long-sentence;dense-syntax,needs-editorial-review
s202,8,World affairs,Country Whose Constitution Fits on a Single Page,32c525590db7ea9570c05ca38e7e054450477ab1457d0e04322430dd80662a60,472,13,71,36.31,15.25,2.75,governmental (9); nation's (6); constitutions (3); drafters (3); brevity (3); precedent (3); minimalist (2); interpretive (2); fictional (1); foundational (1); maintains (1); shortest (1); philosophical (1); document's (1); overly (1),,long-sentence;dense-syntax,needs-editorial-review
s203,5,Everyday life,Sweater That Outlived Three Winters,23ba7b70eb1e199a89359a84a38ea2be9740d3b8682b803d4622ab18ce3064f2,293,10,51,29.3,15.02,4.1,sweater (6); beatrix (5); wool (2); warmth (2); garment (2); patched (2); hand-knitted (1); evenings (1); workday (1); beatrix's (1); mornings (1); attachment (1); usefulness (1); unexpectedly (1); relying (1),,long-sentence;dense-syntax;low-frequency;very-low-frequency,needs-editorial-review
s204,5,Everyday life,The Morning Walk That Became a Habit,37a0023c22b0e482c22684ddd6ec5ae93085573de7416262e44d4d4265bd5417,194,17,20,11.41,4.12,0.52,desmond (3); desmond's (1); slower (1); greetings (1); calmer (1); routines (1),,,automated-screen-clear
s205,6,Everyday life,Potluck Dinner That Started By Accident,30d0d898e3dfe039f7368cec76a157580d2f8dece043389f9aefcb51aa38acdd,199,16,22,12.44,7.04,2.01,priscilla (3); potluck (2); misunderstanding (1); doubled (1); canceling (1); priscilla's (1); recipes (1); gatherings (1); organizing (1); potlucks (1); stressful (1),,,automated-screen-clear
s206,6,Everyday life,Spare Key Under the Wrong Mat,4cd5087d70a62ad191b3d911892fa6856db1ec5174a18b434ed9b00aaa5eb033,202,18,18,11.22,9.9,1.49,fitzgerald (4); mat (3); henrietta (3); mailbox (1); hid (1); doormats (1); neighbor's (1); apologetic (1); amusement (1); thanked (1); reasoned (1); building's (1); fitzgerald's (1),,,automated-screen-clear
s207,7,Everyday life,The Garden Plot Shared by Strangers,f0a1b43fcaa1eba55650df8eb1559344f14c382a340fbd4ccb96e4866b2c6bbf,320,9,47,35.56,16.25,2.5,gardening (6); ferdinand (6); rosalind (5); gardeners (4); plots (3); vegetable (2); noticeably (2); individually (2); exchanging (1); pleasantries (1); neighboring (1); tending (1); gardener (1); garden's (1); program's (1),,long-sentence;dense-syntax,needs-editorial-review
s208,7,Everyday life,Voicemail Never Deleted,681150e870f8caa1207c05a053b5baec4ff36da8eeda672ed969339e15fecc66,328,7,52,46.86,14.02,3.96,recordings (6); cornelius (5); unremarkable (5); voicemail (4); mundane (3); irreplaceable (2); treasured (2); voicemails (2); unpredictably (2); confirming (1); forgetfulness (1); sentimental (1); replaying (1); scheduling (1); voicemail's (1),,long-sentence;dense-syntax;very-low-frequency,needs-editorial-review
s209,8,Everyday life,Chair at the Table No One Sits In,a3ba170e14e194912a87b23499ae6ae9140fa06593dc74fb215fd4271272c41d,376,10,51,37.6,13.3,2.39,henrietta (5); husband's (4); chair's (3); grieving (3); henrietta's (2); unhealthy (2); customary (1); rearranging (1); accustomed (1); now-solitary (1); gatherings (1); exchanging (1); glances (1); interpreted (1); inability (1),,long-sentence;dense-syntax,needs-editorial-review
s210,8,Everyday life,The Photographs Nobody Could Agree to Divide,570f59c7bc8cb4900d338ba4eceacab1b798254b87fbcfc3709be89630d68fc3,413,10,64,41.3,7.99,1.45,bartholomew (4); cordelia (3); dividing (3); sibling (2); inheritance (2); photographic (2); spanning (1); facilitated (1); chronological (1); thematic (1); sorting (1); pausing (1); transforming (1); contentious (1); irreplaceable (1),,long-sentence;dense-syntax,needs-editorial-review
s211,5,History,Baker Who Fed a Whole Army by Accident,d970a3bbf4b80383d7da380b1a38404f01e386c4d275e5b3e97f418df7f5d5ef,345,12,58,28.75,13.33,2.9,aldric (3); army's (3); bakers (2); village's (2); aldric's (2); proudly (2); fictional (1); unspecified (1); dramatically (1); interrupted (1); unexpectedly (1); marched (1); commander's (1); wagons (1); marching (1),,long-sentence;dense-syntax;low-frequency;very-low-frequency,needs-editorial-review
s212,5,History,Lighthouse Keeper Who Refused to Leave,e9e9ce1d91ea9f6ea743dca8510fec70c664c4516a83d7a7a6eb1e3cf12ea584,211,19,24,11.11,8.53,0.0,magnus (5); lighthouse (5); fictional (1); unspecified (1); inland (1); abandoning (1); unsafe (1); crews (1); unharmed (1); sailors (1),,,automated-screen-clear
s213,6,History,The Village That Traded Places With Its Neighbor,c89a65398dd3e85c6a7664b35d664e2a6eb928e5a190495daa6601aad4c8c2aa,409,12,68,34.08,14.18,1.47,territorial (4); disputed (3); relocation (3); historians (2); relocating (2); occupy (2); village's (2); mediators (2); b's (2); fictional (1); unspecified (1); lengthy (1); ambiguous (1); definitively (1); awarding (1),,long-sentence;dense-syntax,needs-editorial-review
s214,6,History,Soldier Who Delivered Peace Instead of War,6a6ab902c23db176d7bd2df9f4071900bb0391ecccedd37e902b5f8a688a7099,423,9,70,47,9.93,2.6,percival (4); kingdoms (3); prolonged (2); messenger (2); kingdom's (2); historians (2); warring (2); percival's (2); fictional (1); unspecified (1); dispatched (1); instructing (1); confidential (1); attack's (1); contested (1),,long-sentence;dense-syntax,needs-editorial-review
s215,7,History,Judge Who Ruled Against His Own King,acbfadf833e314206baa6e259c7c6aae26cb69605aaa17524f513294674a963f,253,19,25,13.32,7.91,2.77,aldous (4); monarch (2); fictional (1); unspecified (1); farmland (1); inherited (1); kingdom's (1); visibly (1); displeased (1); advisers (1); dismiss (1); disloyalty (1); restraint (1); punishing (1); historians (1),,,automated-screen-clear
s216,7,History,The Harbor Built by Mistake,f874c814914f2821522ff50845689d3b7afa5925a1bede4d62a5519fe8c7fdeb,383,11,52,34.82,12.27,3.13,kingdom's (4); fortress (3); coastline (3); economically (2); originated (2); miscalculation (2); unplanned (2); harbor's (2); deliberate (2); fictional (1); unspecified (1); redirect (1); moat (1); straightforward (1); redirection (1),,long-sentence;dense-syntax,needs-editorial-review
s217,8,History,Minister Who Governed From Exile,e56bcdddd3e31a2e84cc3fe22bf20e7b437e5cee990389ed3f2e052cf0af6426,416,11,71,37.82,15.38,1.44,governmental (7); exile (6); exiled (6); kingdom's (3); historians (3); minister's (3); correspondence (2); implementing (2); eventual (2); definitive (2); displacement (2); fictional (1); unspecified (1); hasty (1); sympathetic (1),,long-sentence;dense-syntax,needs-editorial-review
s218,8,History,Law That Was Never Actually Repealed,6e423a5371089c95713952019f186e308812f3578cf9e037e6f4c6fd778db39f,470,11,81,42.73,14.89,1.91,repeal (7); historians (6); law's (5); kingdom's (4); archival (4); documentation (3); universally (2); repealed (2); evidently (2); scholarly (2); narratives (2); inherited (2); fictional (1); unspecified (1); researching (1),,long-sentence;dense-syntax,needs-editorial-review
s219,5,Science,Why Popcorn Pops,4fd084b98ad0f60f969af27e23c4a03071305ddfc0f3acff0a5e77a6a489b987,162,14,16,11.57,6.83,0.62,starch (4); popcorn (1); softens (1); celsius (1); expands (1); cools (1); escapes (1); lacks (1),,,automated-screen-clear
