id,title,text_sha256,status,evidence,note
s466,How Soap Bubbles Form,1bbfc1cbe8a66153045d221b64c2610a24fac141dd566b596bae7b836fc9b7c8,editorial-revision-2026-09-24,content/editorial-batch-2.11.9m.json#s466,Replace the inaccurate phrase about soap changing the outside of water and the vague “very little skin” explanation with a thin soapy film whose surface tends toward a round shape; a film breaks when it dries or touches something.
s467,Why Metal Feels Cold,677bc35fafb22e53dd7f53ee7bd7cebee2844636d3b40f2b36772f6c07c10e8d,source-rechecked,https://www.exploratorium.edu/snacks/cold-metal,Limit example to thermal equilibrium below skin temperature; correct tense and always-cold claim.
s468,How Volcanoes Erupt,ec570a3621f0f1fe36e0acecc0f37005365c1b5c51c1888739a9a5f498682d05,inherited-v2.9.4,fact_check_all_2000.csv#s468,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s469,Why the Ocean Is Salty,fd882d650ae5dbb50f370734a69df18ad86dec70120d299786a53bfb97e05576,inherited-v2.9.4,fact_check_all_2000.csv#s469,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s470,How Bats See in the Dark,797ad677e8ca7d05dee8bbcc3240d34ac8c05fbb700d783f28cd6c2cca510ba0,inherited-v2.9.4,fact_check_all_2000.csv#s470,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s471,The Chemistry of Rust,1eed785d1f746aab31f445cb245f6397f25a25ea563dfefe81850a9d0263dd78,inherited-v2.9.4,fact_check_all_2000.csv#s471,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s472,Why Some Stars Twinkle,961085cb4b8ee378965bed9d8f62df7b88fcf2ca6d32421a48eb60a330cc191a,inherited-v2.9.4,fact_check_all_2000.csv#s472,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s473,Physics of a Soap Bubble's Colors,c52beb7f94903a7826bc93e0999ba45b9f2d3ffd64fbf3aa6924f9f342929d78,inherited-v2.9.4,fact_check_all_2000.csv#s473,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s474,The Biology of Why Wounds Heal,7f9e37e3c8ad3d1330c001b3b2f2857f0efc2ce6888907390407c3a476ae11b0,inherited-v2.9.4,fact_check_all_2000.csv#s474,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s475,The Fox and the Grapes,d62dad8458e8728137cef02e4e3889115599a193df1bcc07abb3727d1aa04b47,inherited-v2.9.4,fact_check_all_2000.csv#s475,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s476,Hansel and Gretel,a652c736ff7feb4a033eac785be6b69e2b9f1b9cf537ee54d3953084b015d2fa,editorial-revision-2026-09-24,content/editorial-batch-2.11.9m.json#s476,"The Grimm version has the edible house, the witch imprisoning Hansel, Gretel escaping the oven trap, and a journey home. Add the missing imprisonment and the trick that frees Hansel so the retelling does not skip its key causal turn; retain gentle language."
s477,Alice Drinks from the Little Bottle,3c5e36ae9e14feada99f871c43281f2fbdba2c33e4ae2d69e7013fa524967d28,editorial-revision-2026-09-25,content/editorial-batch-2.11.9ab.json#s477,"The source says Alice checked for a poison label, not that smelling the unknown bottle established safety. Retell the check without presenting it as a reliable test; preserve the forgotten key."
s478,Jim Finds the Treasure Map,27795dccb018c4fc351e49f8f543b8ee522060293093033beffdae9d13924eeb,primary-or-official-source-verified-editorial-revision-2026-09-26,https://www.gutenberg.org/files/120/120-h/120-h.htm,"Compare the complete retelling with Treasure Island, Chapters III–VI. Correct the sequence: the blind man gives Billy Bones the black spot, Billy dies; Jim and his mother take only the debt and oilskin packet before the pirates arrive; Dr. Livesey and Squire Trelawney later open the packet and find an account book plus the map."
s479,Jo Sells Her First Stories,10ccdfefc831ba6eb5ce70f6f27bad53fb3898171fde4272453c9253a1802eb6,inherited-v2.9.4,fact_check_all_2000.csv#s479,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s480,Edmond Dantès Is Betrayed,4a20501272cff66003646cc0de3bcccdae3bef2a5aa4f26bb6d54a3696dbea58,inherited-v2.9.4,fact_check_all_2000.csv#s480,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s481,The Final Chase,b0d00119dbd0119b2544f35f33f407c0aaa401c73d5efbf1cc89a9453d47cbcc,inherited-v2.9.4,fact_check_all_2000.csv#s481,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s482,The Count Begins His Revenge,4a6099df3ae0a88ad8fa199bb486fe80fe4015a50bf9a457a3c2d9ea0437ec88,inherited-v2.9.4,fact_check_all_2000.csv#s482,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s483,Ahab's Obsession Takes Command,7dd46a9e02f82a849a38d1d86f415cb0670cc07bc33e7322b7186c1df924fd6f,inherited-v2.9.4,fact_check_all_2000.csv#s483,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s484,"Pride and Prejudice: Judgment, Marriage, and Class",e938cb9e02c3ddb3ba848583df833c93555251491058c44e840ab2c0d02f5b8a,inherited-v2.9.4,fact_check_all_2000.csv#s484,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s485,Sleepy Moon,c7c147ececfbd0b83440dcdc9368c3692417e912ee4102a55e598088d75dbd01,fiction-language-reviewed,content/editorial-batch-2.11.3.json#s485,"Retain short present-tense moon/star fantasy. Sleep and song are clear personification, not a factual account of astronomy."
s486,The Garden That Grew at Night,2bf0c6ae937f6fa8358666c9e0faa202edb1b51594ae8c1bd83429bf4ca9d797,inherited-v2.9.4,fact_check_all_2000.csv#s486,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s487,Door With No Handle,ee36b5d8486150ad5fab4a53d18b3d66fda7453719e9ce7fc3f04530e2356ba5,fiction-language-revised,content/editorial-batch-2.11.2.json#s487,Preserve magic door plot; add a concrete ending and remove clause stacking.
s488,Umbrella That Changed the Weather,403f60851901c68ee48dc13e671a3f8d08a8c1403afb5babf9391778df31336a,editorial-revision-2026-09-25,content/editorial-batch-2.11.9ag.json#s488,"The invented weather magic is clear, but the summer garden implies a broad, controllable rain outcome from an indoor umbrella with no local limit established. Test the limited effect explicitly, ask the neighbor before using it and avoid a moralizing final maxim."
s489,The Tailor's Thread of Patience,d82eed4ba1ea75f898797bad3b179618a08440bde76cba19ef9f95e10314135d,inherited-v2.9.4,fact_check_all_2000.csv#s489,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s490,Postman Who Delivered Dreams,53d2943c6970f354022b5ed790366c3796fadddc8940912b4675a24408d12271,inherited-v2.9.4,fact_check_all_2000.csv#s490,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s491,Cartographer Who Drew Feelings Instead of Land,3bfdb917533bc943ec73de45085df2b5ab55f37784e196444c37e0b8914261d5,inherited-v2.9.4,fact_check_all_2000.csv#s491,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s492,The Glassblower's Frozen Moments,73f4fec48e6d28cf9247ca8cb0bb88a937f9d72465c31203f1934f22de69a187,inherited-v2.9.4,fact_check_all_2000.csv#s492,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s493,Bookbinder Who Sewed Together Broken Time,1f54bc9b31cfded949279c15da0cf533186692fa5196baa503c66abfd5595f01,inherited-v2.9.4,fact_check_all_2000.csv#s493,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s494,Cartomancer Who Read the Future in Reverse,316cb249dcc813bb3fc1815dd693084720a227c5c2947ac11fd0034f64656c74,inherited-v2.9.4,fact_check_all_2000.csv#s494,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s495,A Duck on the Pond,ae8024949c4ccfed584548dfc7a17f409dd46b4a2cd89bff8b6c82bcf40b9b63,editorial-revision-2026-09-24,content/editorial-batch-2.11.9g.json#s495,"The episode describes one mother duck and her ducklings on a pond, so identify the adult at the start and mark the scene as fiction. Avoid assuming the duck’s internal happiness."
s496,Spider's Web,ce9f0b444a4bb4397218cf3c609b2e77a5158411042af506369ec3575d1d8993,editorial-revision-2026-09-24,content/editorial-batch-2.11.9m.json#s496,Clara watches a specific spider rebuild after wind. The claim that it “did not seem angry” is a human inference; describe visible behavior and keep the human lesson in Clara’s thoughts.
s497,Why Cats Purr,b0c2ccc4b2da9aad5e7bd25088cb2aa24253ebf1cdb8d713e054b6aa880712e3,editorial-revision-2026-09-25,content/editorial-batch-2.11.9ab.json#s497,Purring can occur in varied contexts; the mechanism is complex and “helps a cat stay calm” is not established by the cited physiology. Limit the description to production and observation.
s498,The Migration of Monarch Butterflies,980fc1e29d18b5e1ead23cd4b20184d278c626a05e287cf429cfeb574a2abc76,inherited-v2.9.4,fact_check_all_2000.csv#s498,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s499,Hedgehog's Winter Sleep,6194ec36b203c694cc27c53d1d1767be34a71e3238d74e4754f87507ac1da245,inherited-v2.9.4,fact_check_all_2000.csv#s499,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s500,Elephant's Remarkable Trunk,b4d26f1680545ff7671cde03cba5f07fc45cc8bedf59be15df34b0b7703e53e2,inherited-v2.9.4,fact_check_all_2000.csv#s500,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s501,The Termite Mound's Natural Air Conditioning,05941ad28cc13ea333576524abcf3e943c4103184cbe6002a9659448b6ca2103,inherited-v2.9.4,fact_check_all_2000.csv#s501,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s502,Cuttlefish's Remarkable Camouflage,72fee9166b45b7c6101ab5b9c0463007020146f081b2ac381240748765d417aa,inherited-v2.9.4,fact_check_all_2000.csv#s502,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s503,Naked Mole Rat's Unusual Biology,6fa0d4f79dec3ce8dd6a85458384cdb6eba3a0f5792b287166998c4d42e6bae4,inherited-v2.9.4,fact_check_all_2000.csv#s503,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s504,The Deep-Sea Anglerfish's Unusual Reproduction,e2ed87b9cb519f856873d5b5954d402e570a8a53d07f593936ab7a83d9244f33,inherited-v2.9.4,fact_check_all_2000.csv#s504,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s505,A Free Meal,51b00c0ab85ec630be8dcbbfe88386e848bb2446deb5316d9e05e77bf63ea9e3,editorial-revision-2026-09-24,content/editorial-batch-2.11.9g.json#s505,A particular restaurant and diners are a made-up social scene. Replace “all the people” with people in the room and mark the example as fiction.
s506,Free Bus Ride,353bc98ffd8a94e1341e5131bc18ff1a61d986cef5912bb9493ed42767484e20,editorial-revision-2026-09-24,content/editorial-batch-2.11.9m.json#s506,"This is explicitly a made-up city and Maria’s individual choice, so the content type is fiction. The final sentence limits the bus benefit to the journey she tried."
s507,The Neighborhood Watch,69ce2325cbc54f7f3dd4b288a3bb0ebf5b2194fa6d91e051bf66d3abeb2e296c,fiction-language-revised,content/editorial-batch-2.11.2.json#s507,Retain uncertainty about crime reduction; replace vague praise with a concrete social outcome.
s508,City's Free Repair Café,1f8746a376dc93a887043084ab0f10390ebe0458d105bc9c7a1951a5e1ab524f,fictional-editorial-revision-2026-09-26,Explicit fictional framing; individual full-text language and internal-coherence review,"The passage calls itself a made-up policy example but is classified as nonfiction and invents participant reports, waste totals and adoption by other cities. Reclassify it as fiction and turn the claims into a transparent trial with measurable records and unresolved limits."
s509,Village That Adopted a River,9753a6e9d55cf24d86e81132f465cb2626324077bdcfce505cfa5c3c32d9d6ae,inherited-v2.9.4,fact_check_all_2000.csv#s509,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s510,The Town That Banned Single-Use Plastic,ac714c85687dfbc82c22955bc87b408a5116112a8c3256f3e088b55de77ce7d2,inherited-v2.9.4,fact_check_all_2000.csv#s510,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s511,Region That Built Affordable Housing Together,3f772ff966993b8eeb8c24eb6008b77bdabcab3c5683997ced26b0b1389a832f,inherited-v2.9.4,fact_check_all_2000.csv#s511,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s512,Nation That Requires Environmental Impact Voting,ed0cefa60d9327d470e39531f0c9811fd5f4109206c681749b357e7a4293a0f8,inherited-v2.9.4,fact_check_all_2000.csv#s512,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s513,The Federation That Shares Disaster Response Equipment,a9b5944131c4a9e7a1dc456fe9b9bf74faacad664907e7879b39310df980549e,inherited-v2.9.4,fact_check_all_2000.csv#s513,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s514,Confederation That Rotates Its Capital City,67a46488b6910460148edaa90290f3797e639e2abf40665b71223b1e37a624d9,inherited-v2.9.4,fact_check_all_2000.csv#s514,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s515,Breakfast Together,8a8b3a767447df31603e84286668e02343ba425ed15aef748957994cd6a25143,fiction-language-reviewed,content/editorial-batch-2.11.3.json#s515,Retain the family breakfast scene. Day ahead is a familiar transparent time phrase; sharing food/stories/smiles is supported by breakfast context.
s516,The Family Recipe Box,1a842ca67189c19ade247d7fa2609b74822795c4f4a5b288ffefff5ef4e2c7c7,language-revised,fact_check_all_2000.csv#s516,"Language revision; retained/simplified narrative or source plot. Prior factual provenance retained, not a new independent source audit."
s517,Overgrown Backyard,8279c0685df3a711d1226bdaee9f2df4a914cde86d65ac184869bf75e5287f08,editorial-revision-2026-09-25,content/editorial-batch-2.11.9z.json#s517,"The garden develops over several weekends, but the final phrase “many small days” sounded unnatural. Replace it with a natural time phrase while retaining the neighbor’s role and the incremental work."
s518,Neighborhood Book Exchange,168a7af6f21bf22da71aa9c4c36938e631ba597e9290524f5813b478157e99d4,editorial-revision-2026-09-25,content/editorial-batch-2.11.9ag.json#s518,"The original says the shelf can be placed by mailboxes without permission, uses “cook book” and “notes in the side,” and claims communitywide savings without evidence. Ask for the building’s agreement, correct the wording, and show neighbors exchanging specific books."
s519,The Stranger Who Returned a Wallet,61bff815b2988c6c0bc40d7500536e3867d90cab4b73b357e03206fd325d4157,inherited-v2.9.4,fact_check_all_2000.csv#s519,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s520,Retirement Party That Almost Didn't Happen,f78c195f5e3eaeff92e68cc91f04dbb5f78cf90bd982395b78176fc52b56a38a,inherited-v2.9.4,fact_check_all_2000.csv#s520,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s521,Apartment Building's Unofficial Historian,c2dc9d03ee19438acb86abcea0e50ddba982da9d4ce5f2548d16a17f9a995789,inherited-v2.9.4,fact_check_all_2000.csv#s521,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s522,The Widower's New Sunday Ritual,2f4b6676db58feb2fa41f4af87d0bba55a0c094b67644e6d180bb9c8e3fc2613,inherited-v2.9.4,fact_check_all_2000.csv#s522,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s523,House That Held Three Generations of Arguments,f47cadcd73a70b1d03f408db9658683661b637bb69f2974df954cb22d35839a9,inherited-v2.9.4,fact_check_all_2000.csv#s523,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s524,Correspondence That Spanned a War and Outlasted It,2e36570a9880f859074cc49f279960ac7d3df4bb8232ff75562be825984841de,inherited-v2.9.4,fact_check_all_2000.csv#s524,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s525,The Old Wagon,5891bf24a1a242970db6e819bb9852fe78d2e1aebc4d73d97db6fc9ac7f100a2,inherited-v2.9.4,fact_check_all_2000.csv#s525,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s526,Village Blacksmith,7b0291d2c33a8f5dc7fb19c036bf4b5bd301b8f4eb02e63db9db771f7fcc57f6,editorial-revision-2026-09-24,content/editorial-batch-2.11.9m.json#s526,"Gustaf is an invented historical-style character, not a documented biography. Reclassify as fiction and replace an unrelated politics subtopic with village metalworking. The apprentice resolves the skill-transfer concern."
s527,Traveling Storyteller,ae7e6f950308c92e01374bbfd05fc3cb397990902b223af88da67166148ea35c,fictional-editorial-review-2026-09-26,Explicit fictional framing; individual full-text language and internal-coherence review,"The full text explicitly presents Aldous as fictional. The route-memory method, correction by local elders, teaching of younger speakers and acknowledgment that oral stories change form a coherent Level 4 narrative without asserting a real biography; retain unchanged."
s528,The Winter Market,e5638dc75a4d2123270cbd5a96e32beeddc3642ef9768eeaca2425007a477622,fictional-editorial-revision-2026-09-26,Explicit fictional framing; individual full-text language and internal-coherence review,"The original shifts from past to present, uses repetitive intensifiers, and reports a fabricated market, regulations and economic effects as if documented. Keep it fictional and make the ice-safety decisions part of a concrete narrative without implying a real tradition."
s529,Apprentice Who Became a Master,8bbc6639abebb1360799361a765911077a00423fff64210090a7e2cedab6f10c,inherited-v2.9.4,fact_check_all_2000.csv#s529,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s530,Plague Doctor's Notebook,a94f12ae1b8900178bf4448acc740d1f58b2eb1d5548dea76b1689fd6c9b98ab,inherited-v2.9.4,fact_check_all_2000.csv#s530,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s531,The Merchant Fleet That Sailed Without Maps,751aeb91d6533cdc5b569d648250c21b45e039397fec19c9672cb14b8a951f5e,inherited-v2.9.4,fact_check_all_2000.csv#s531,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s532,Court Painter Who Recorded Dissent,cf85117e18aedb57e7f5ec5e24ea2e0796a08134459ce3e7f51a91dd1ac25060,inherited-v2.9.4,fact_check_all_2000.csv#s532,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s533,Cartographer Who Refused to Finish His Final Map,16c4991b24d0b6f020d38c3ecb62b5160f601125625af162750bc482af06f72b,inherited-v2.9.4,fact_check_all_2000.csv#s533,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s534,The Diplomat Whose Silence Ended a War,3d23a35410e59798cf2abe59f7097ea7cb330ffe79980e9b2aff68e1eb0482b2,inherited-v2.9.4,fact_check_all_2000.csv#s534,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s535,Why Fire Is Hot,ed5c34d5f764ab50cfb5c12327cdd15a9501be444a6985417e7a3974321c4187,source-rechecked,https://www.energy.gov/cmei/fuels/full-text-glossary; https://content.nfpa.org/-/media/Project/Storefront/Catalog/Files/Research/NFPA-Research/US-Fire-Problem/Fire-causes/oscooking.pdf,Retained simple fire/heat/light/cooking/safety claims. DOE identifies combustion as producing heat and usually light; NFPA discusses cooking-fire safety. No experiment or guarantee is implied.
s536,Why Bread Gets Hard,8946c331d12ccc4fa6839a2f8715bb7328e0e8626d8e046cb59e62027a92a3fc,editorial-revision-2026-09-24,content/editorial-batch-2.11.9m.json#s536,The text correctly mentions water loss and changes in starch but wrongly says a closed bag slows both. Specify that covering mainly reduces drying and cannot stop bread becoming firm as starch changes; avoid a general storage recommendation that overlooks mold.
s537,How Our Skin Protects Us,7103f380229083c444e11a4c5f018b0d51c90b92581a07572a63d8c625e1665c,source-rechecked,https://newsinhealth.nih.gov/2015/11/keep-your-skin-healthy; https://www.niams.nih.gov/grants-funding/supported-scientific-areas/extracellular-matrix-biology-and-diseases,Present-tense biological explanation; no medical treatment advice or absolute protection claim.
s538,How Airplanes Stay in the Air,39307dc0c204dd24625d941c6f072ef12a7e14103f297c81bd9b5d444fda186a,inherited-v2.9.4,fact_check_all_2000.csv#s538,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s539,Science of Why We Get Goosebumps,3c472bc410f9cc455e3d874b19d031a57fcc4ff3368facb1d213ac9f2076a96d,inherited-v2.9.4,fact_check_all_2000.csv#s539,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s540,How Antibiotics Fight Bacteria,c7945a7ae92444f2e499e8a6932ddf3617c5200579b1487c5e03057a6050f001,inherited-v2.9.4,fact_check_all_2000.csv#s540,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s541,Physics of Why We Feel Weightless in Free Fall,c4635ecc5afc39d21498189eb97d277bea4ba9bfd412e7c420e83632f134fb65,inherited-v2.9.4,fact_check_all_2000.csv#s541,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s542,Chemistry Behind Why Certain Foods Taste Better Together,fd34887e6cd4d11175d106fe106c113bc1474e7f23ed43d6ed4b1e4d8d53ac5a,inherited-v2.9.4,fact_check_all_2000.csv#s542,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s543,The Neuroscience of Why Music Gives Us Chills,d4f37d3ecb099ecb4369cb75b10c3a28623af517a6fbd5aa5e8cacceab2d4de2,inherited-v2.9.4,fact_check_all_2000.csv#s543,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s544,Quantum Mechanics of Why Certain Materials Become Superconductors,2f8d16931ac0f86ed925d72d783cfa2714426f98bedf043e9a1d8943067ab7e0,inherited-v2.9.4,fact_check_all_2000.csv#s544,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s545,Little Red Riding Hood,e23af5d83b3e24eea02c7fdec7326db64a4c46a05049ceb2dc733a6a09e3fa7b,editorial-revision-2026-09-24,content/editorial-batch-2.11.9g.json#s545,"In the old text Grandma was not located, yet the ending said she was safe. Show her hiding and let the girl call the nearby worker, so the wolf’s departure resolves both people’s danger."
s546,The Emperor's New Clothes,b66175ecadfe4d12973c8d3ea8a21b374912f2cde451757b78bfefa1ddecab11,inherited-v2.9.4,fact_check_all_2000.csv#s546,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s547,Pinocchio Runs Away from Home,9c397c5563f818a2fbd6e96fbe4e2e1c3f6a451fa900a184f3e2732e67928002,inherited-v2.9.4,fact_check_all_2000.csv#s547,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s548,Jim Meets Long John Silver,bb34d24d4eb9ce27a568878ae2aacc410d92ba125b23fb08ea9107abf57a71e7,primary-text-verified-editorial-revision-2026-09-26,https://www.gutenberg.org/files/120/120-h/120-h.htm,"Compare the complete retelling with Treasure Island, Chapter VIII. Correct the wooden-leg detail to a missing left leg and crutch, keep Jim’s fear and Black Dog’s escape in their proper order, and end with the adults’ favorable judgment rather than an omniscient statement about Silver’s hidden knowledge."
s549,Beth and the Quiet Piano,1e46931d9569ccd5d1dbd8d291f16743fe59b6948ec1cbcaccceaa60684e5f6e,inherited-v2.9.4,fact_check_all_2000.csv#s549,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s550,Escape from the Château d'If,30908351ff325cc6ba70e49fc73e8b2c78545dbec55afc68072cb1ee8723520c,inherited-v2.9.4,fact_check_all_2000.csv#s550,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s551,The Portrait Begins to Change,a6256799d73f48e04dbcc1e0387ae6a0bfb5f399294514a3ba0519328ef3b411,inherited-v2.9.4,fact_check_all_2000.csv#s551,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s552,The Count Learns to Show Mercy,c4a68d18bd6b89801979fef5c0e22273a9125da8f12a2c593d775ef3ed1cede0,inherited-v2.9.4,fact_check_all_2000.csv#s552,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s553,Pip Reconsiders What Makes a Gentleman,2830aa02deca21103a41335d80ce710de30078d1e1aa4574ed22a3955c376c2d,inherited-v2.9.4,fact_check_all_2000.csv#s553,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s554,"Les Misérables: Law, Mercy, and Moral Change",2726e86c3c9cd6b028066a5d3edb147c519d5c731478685786d4ecfafff2021f,inherited-v2.9.4,fact_check_all_2000.csv#s554,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s555,The Fox With Two Tails,adb43bfb767376013915ddf48b30c2267dce0fc9e7812f3b62934f1807b71008,fiction-language-reviewed,content/editorial-batch-2.11.3.json#s555,"Retain the two-tailed fox as a fantasy character. Its balance and speed are story attributes, not claims about real fox anatomy."
s556,Talking Rock,b90a5829dc3f402b98808bba52826014893bf94c7eb21dcf615e97b02ed7a129,fiction-language-reviewed,content/editorial-batch-2.11.3.json#s556,Retain the short talking-rock fantasy and clear dialogue. Visits every day resolves the meeting naturally.
s557,Shoemaker's Extra Pair,b41b3bbda521f93d60a0972ff00c41dfa8abff3c221cda0a28ac9a3c85f4c81d,editorial-revision-2026-09-24,content/editorial-batch-2.11.9m.json#s557,"The existing fantasy topic is fixed for compatibility. Give the generous shoemaker one small, observable magical event when he offers a spare pair, and classify the subtopic as everyday magic."
s558,The Cloud Shepherd,d3afc2c6e724c355f373507a6e8043dc0798857b8481b41dd8cdd7c41e3ff192,editorial-revision-2026-09-24,content/editorial-batch-2.11.9m.json#s558,Cloud guiding is left as a possible village belief in a fantasy story. The subtopic should refer to weather magic rather than objects and transformations.
s559,Wishing Bench,7afa1d8adccc8e651ab10edcf0c11bfe76f851b988f94b9e57653e9a869d6f19,editorial-revision-2026-09-25,content/editorial-batch-2.11.9z.json#s559,"The old wish benefited the shopkeeper alone, contrary to the bench’s explicit rule; later bench repair did not account for how that wish was granted. Make Josef’s wish include the neighbors at the outset and show how the parade earnings lead to shared food. Final read-through clarified that Josef owns the bakery and sold the bread he baked."
s560,Painter's Missing Color,333f7ec0b73d9c236cc596637a61f40784ebce2e7e23199f226a1bfb4aec94ea,fiction-language-revised,content/editorial-batch-2.11.2.json#s560,Replace abstract repetition with a coherent search and open-ended artistic outcome.
s561,The Locksmith's Final Key,dba5269b24d2c6b23941a479b0d667ddc235aa02214ab48c2fb9c0724c0e4632,editorial-revision-2026-09-25,content/editorial-batch-2.11.9ah.json#s561,"The original repeats claims of greatest craftsmanship without showing how the keys work, and the photo’s owner and lost key remain unclear. Give the customer a reason to request help, show a bounded locksmith trial and let the photo’s meaning emerge through dialogue."
s562,Weathervane That Remembered,9f33d827436670d80d4f84da8e12e6c9be95663c6ecd712de159c93799194253,editorial-revision-2026-09-25,content/editorial-batch-2.11.9ah.json#s562,"The tale presents supposedly archived impossible weather observations as historical evidence. Define an imagined town and have Mara distinguish notes from legend, preserving the ambiguity without asking readers to accept a documented event."
s563,Cobbler Who Mended Time,7ee87b20992518facbe5930a8edd26e54e31d018e06fea223bd5a6b6716bf125,inherited-v2.9.4,fact_check_all_2000.csv#s563,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s564,The Baker Who Kneaded Memories,34cb749d298112b54579efa7319ab9c094db398268c20c220aeb3a843f4ee6b4,inherited-v2.9.4,fact_check_all_2000.csv#s564,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s565,Cartwright Who Built Roads to Nowhere,841ce0d03035d34d17b04ad994b211ace404a5f113d8a5b0e09f73632a3e43f1,inherited-v2.9.4,fact_check_all_2000.csv#s565,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s566,Weaver's Loom of Quiet Places,a68d015173ba69fa16e769270d2e9d942fcf186341840a3403a499c75784d2c5,inherited-v2.9.4,fact_check_all_2000.csv#s566,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s567,The Apothecary Who Bottled Courage,f58ed538bcfc51ee8a1c40fba0ceb92e72c1e759012c509f8f41df7b4f0810e5,inherited-v2.9.4,fact_check_all_2000.csv#s567,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s568,Chandler Who Sold Borrowed Light,581049d787b025afe28d652e76739e2203d41be24c5dcf2bc6cd15c975d854a9,inherited-v2.9.4,fact_check_all_2000.csv#s568,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s569,Instrument Maker Who Tuned Grief,c1dc26b42eeda6987614443d6487030786a0a5bdbce8fe2daa48828b0058b9d0,inherited-v2.9.4,fact_check_all_2000.csv#s569,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s570,The Mapmaker Who Charted Regret,ba19b39e972e7bba36c68eabfb571fbe77477fd796b19e14034dfe1200238386,inherited-v2.9.4,fact_check_all_2000.csv#s570,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
