id,level,topic,title,text_sha256,words,sentences,maxSentence,averageSentence,low_frequency_pct,very_low_frequency_pct,frequency_terms,errors,flags,status
s2053,2,Everyday life,Soup for a Cool Evening,b314e22d88049320c52d09a942717a556c054ecaa4f5dc5182e5d656eb62cbf5,46,6,11,7.67,8.7,0.0,hana (1); carrots (1); onion (1); bowls (1),,low-frequency,needs-editorial-review
s2054,2,Travel and culture,Lanterns by the River,e023e9966073ab9a2571b4708dabc80e361ad5e0ddde2c707167e15a63f646a3,46,6,14,7.67,8.7,0.0,lanterns (1); luis (1); cakes (1); float (1),,low-frequency,needs-editorial-review
s2121,2,Fantasy/stories,The Sleepy Streetlamp,9b1360fdbb36d81245c69a61e2b343276f3e98e191764ef1ed2f386dede026a9,50,6,12,8.33,8.0,2.0,streetlamp (1); wakes (1); shines (1); warmly (1),,low-frequency;very-low-frequency,needs-editorial-review
s2122,2,Fantasy/stories,The Spoon That Loved Soup,6fe50d0f1a1d459e6240c335a0b59abcb76fefd1941f88459996fb147dd19068,52,7,11,7.43,9.62,0.0,spoon (3); jumps (1); stir (1),,low-frequency,needs-editorial-review
s2124,2,Fantasy/stories,A Tail for the Kite,13b38abe4c0e6e1ae696fb9e5e68689c9aa221adeb507722d6ae6af565e2560b,54,6,14,9,7.41,0.0,kite (3); feather (1),,low-frequency,needs-editorial-review
s2125,2,Fantasy/stories,The Tiny Winter,5072be0cf8e94107adc0fcadb7839c52fa1239fa713fad8c314b176249aa872d,52,8,9,6.5,7.69,0.0,nora (2); snowball (1); closes (1),,low-frequency,needs-editorial-review
s2136,2,Everyday life,The Lunch with No Fork,cc78b653a979049588db30d5b3a5c52c09a46a1d8f88382ca3b38497166a5c1b,51,7,10,7.29,7.84,0.0,spoon (3); friend's (1),,low-frequency,needs-editorial-review
s2141,2,History,The Spare Candle,221f6045aa2de0a3ef9aaad87509eddc871beab0335b64fb2786efa774c60c53,51,6,14,8.5,9.8,0.0,candle (3); fictional (1); fixes (1),,low-frequency,needs-editorial-review
s2144,2,History,The School Slate,20194313ee5956364bfa12979f8ccd1aac688b8fa0dc67d5bcc59471f80c8cda,50,7,12,7.14,10.0,0.0,fictional (1); sums (1); slate (1); cleans (1); crooked (1),,low-frequency,needs-editorial-review
s2145,2,History,A Package without a Name,bdd8358a8237c80fb9f52e1574593232ad55212b2be825b8fa4daae4a0141a67,51,7,13,7.29,7.84,1.96,buttons (2); fictional (1); shopkeeper (1),,low-frequency;very-low-frequency,needs-editorial-review
s2146,2,Science,A Longer Paper Strip,6ac983112a3655ce5caba943d2ad19634f34233acc8192a3cc872bc3a0fb72e0,52,8,9,6.5,7.69,0.0,fay (2); notices (1); fixes (1),,low-frequency,needs-editorial-review
s2149,2,Science,A Magnet and a Box,10b974dbc5402cff41620ff5fd703c109fbabaef04a94704785c9bfbe466eaa0,52,7,13,7.43,7.69,0.0,ava (2); magnet (2),,low-frequency,needs-editorial-review
s2150,2,Science,The Bent Paper Plane,b012524b859d3e4e6633ed6c52999a44d51b1819b2ec963da36a83549f23b2d3,49,6,16,8.17,6.12,2.04,notices (1); bent (1); straighter (1),,very-low-frequency,needs-editorial-review
s2151,2,Famous books,Meat beneath the Tree,02fc3c168f696729a689d75ac263d86c5a61986440a1fe97bd7eeed565b2cc05,49,6,12,8.17,12.24,2.04,crow (3); praises (1); crow's (1); feathers (1),,low-frequency;very-low-frequency,needs-editorial-review
s2152,2,Famous books,The Race past the Sleeping Hare,243ea5ac67d8600a52101e6a1e79e569e2be3ec35f74edfae8329661ca53d8ab,49,7,10,7,14.29,0.0,hare (3); tortoise (3); wakes (1),,low-frequency,needs-editorial-review
s2155,2,Famous books,The Leaf That Carried an Ant,486f1265437e9b63eedb1c42c12bbb4b2f0b1580dbf3a87da5bb5e3130aa096a,50,7,11,7.14,20.0,0.0,ant (4); dove (3); climbs (1); bites (1); bird's (1),,low-frequency,needs-editorial-review
s2158,2,Mystery and adventure,Footprints toward the Shed,45c21ce781c3374e41d745d335eec096a054776ccc1308def6225c1b8de2ac5b,51,7,8,7.29,7.84,0.0,muddy (1); footprints (1); brother's (1); dad's (1),,low-frequency,needs-editorial-review
s2161,2,Travel and culture,The Platform on the Other Side,b83bd21207579698ba17873887ef2b326428743253bf7d7edb3137efe70d17c3,48,7,9,6.86,2.08,2.08,footbridge (1),,very-low-frequency,needs-editorial-review
s2166,2,People and biography,Nell's First Repair,7ab0275dce6100dafff8e1651c4e8dca910a3d4c4d00dca00515068864c9fcf0,49,7,10,7,12.24,2.04,nell (2); fictional (1); learns (1); crooked (1); straighter (1),,low-frequency;very-low-frequency,needs-editorial-review
s2168,2,People and biography,Iris and the Empty Stage,41d9d179044ad68c58d89a02cd962bfc9f71afe9826f5a9c6a202289f8ac68ef,55,7,17,7.86,12.73,0.0,iris (2); cleans (2); fictional (1); hears (1); invites (1),,low-frequency,needs-editorial-review
s2169,2,People and biography,A Gardener's First Winter,ec235207233bb0d0b9004301005a1110bb7918d31a21d9f2f3decf5615015895,49,7,9,7,8.16,0.0,fictional (1); surprises (1); cleans (1); learns (1),,low-frequency,needs-editorial-review
s2170,2,People and biography,The Girl Who Kept Receipts,ed05dd04297a46af1ee9ccac21aad4f45d546db3d15ccc71390e6882e73c20a0,50,7,13,7.14,12.0,2.0,mina (2); fictional (1); receipts (1); manages (1); shop's (1),,low-frequency;very-low-frequency,needs-editorial-review
s338,3,Fantasy/stories,A New Friend at the Lake,f6c19a54244f3cde7832f911e2d36107f0c891dac8e277f108ec79d0122255bc,134,13,15,10.31,9.7,1.49,sophia (4); pip (4); aunt's (2); softly (1); ducks (1); reeds (1),,low-frequency,needs-editorial-review
s339,3,Fantasy/stories,The Small Dragon,01d3f2045b7618cf2d31388cd6b8364c8045889933f15e51292b0e2450909e2b,170,16,22,10.63,10.59,1.76,elena (6); barn (2); farmer's (1); scales (1); flapped (1); softly (1); clapped (1); encouragingly (1); circling (1); shouted (1); nuzzled (1); thanking (1),,low-frequency;very-low-frequency,needs-editorial-review
s351,3,Nature and animals,A Day at the Farm,e6a13799048f0717127e7656c73945ed30931d9b03bea026eed4f3afa3709e15,94,8,16,11.75,10.64,0.0,mia (4); uncle's (1); chickens (1); peck (1); hay (1); cows (1); muddy (1),,low-frequency,needs-editorial-review
s361,3,World affairs,A School for Everyone,6550a11e0560c23da9c9e1650242fc56dd6b00149d94000452bb559bf9b68f3c,130,13,14,10,3.85,3.08,ines (4); fictional (1),,very-low-frequency,needs-editorial-review
s362,3,World affairs,Clean River Project,3b1e88f3d5ed01be0e51f602a3b0d66ea24fb105f2e485f87f09d7eb292e8a80,128,12,18,10.67,9.38,0.78,litter (2); factories (2); fictional (1); polluted (1); rubbish (1); arranges (1); cleanup (1); collects (1); unpleasant (1); inspectors (1),,low-frequency,needs-editorial-review
s386,3,History,A King and His People,066467c5ca347858132719283ad7790ad9f484380cb0f41f5548e13ed79678b2,131,13,19,10.08,6.11,3.82,aldric (4); fictional (1); harvests (1); roofs (1); advisers (1),,very-low-frequency,needs-editorial-review
s409,3,Famous books,Rapunzel Plans a Way Out,fedbb56d0f1c0965664cfc70c40ac9faf9bee146dbdf0ddde5facab3e478fa59,121,12,15,10.08,7.44,4.96,rapunzel (6); climbed (1); frightened (1); lengths (1),,very-low-frequency,needs-editorial-review
s427,3,Nature and animals,How Snails Move,a3b6f30887f205688c9314405e89e3b657c443ac6e1c73f286ae1628cc2c43b3,101,9,15,11.22,14.85,0.99,snail (5); mucus (4); muscular (1); crawls (1); slime (1); shiny (1); sliding (1); downhill (1),,low-frequency,needs-editorial-review
s437,3,World affairs,A Well for the Village,c0618cdedc969d2bbf15fd1886a11c31a4103fbc9a2cfda44693f5ec27c9e5d6,113,12,13,9.42,6.19,1.77,fictional (1); specialists (1); builds (1); installs (1); shopkeeper (1); closes (1); chooses (1),,very-low-frequency,needs-editorial-review
s487,3,Fantasy/stories,Door With No Handle,ee36b5d8486150ad5fab4a53d18b3d66fda7453719e9ce7fc3f04530e2356ba5,124,13,15,9.54,5.65,3.23,amara (4); hallway (2); sunlight (1),,very-low-frequency,needs-editorial-review
s497,3,Nature and animals,What a Cat’s Purr Tells Us,b0c2ccc4b2da9aad5e7bd25088cb2aa24253ebf1cdb8d713e054b6aa880712e3,96,8,18,12,11.46,4.17,purr (4); vibrations (1); breathes (1); rests (1); frightened (1); unwell (1); eats (1); reacts (1),,low-frequency;very-low-frequency,needs-editorial-review
s547,3,Famous books,Pinocchio Runs Away from Home,9c397c5563f818a2fbd6e96fbe4e2e1c3f6a451fa900a184f3e2732e67928002,158,18,15,8.78,8.23,6.96,pinocchio (6); geppetto (5); raced (1); policeman (1),,very-low-frequency,needs-editorial-review
s560,3,Fantasy/stories,Painter's Missing Color,333f7ec0b73d9c236cc596637a61f40784ebce2e7e23199f226a1bfb4aec94ea,123,13,13,9.46,4.07,1.63,cosima (2); painter (1); searched (1); painters (1),,very-low-frequency,needs-editorial-review
s580,3,Nature and animals,Bats Hunt After Sunset,6da9d49ff16970ae006dbd0d0937049df77dad4f2cfbb5907d217c26c97d9e8e,90,8,24,11.25,12.22,0.0,bats (4); insect-eating (1); barn (1); listens (1); hunts (1); pests (1); farmer's (1); senses (1),,low-frequency,needs-editorial-review
s620,3,Everyday life,Community Garden Plot,9f657bd013a6834a7d501e9fc235ff1a1575349113b8cdf973911e185f5f0780,98,10,15,9.8,12.24,0.0,nora (3); tomatoes (3); shaded (1); hers (1); gardener (1); brighter (1); watered (1); plots (1),,low-frequency,needs-editorial-review
s639,3,History,The Lighthouse Keeper's Daughter,594587ffae4d2266fc423e792bcd58fc737b340b50152aa76f8374f8db8b5f14,127,13,14,9.77,7.09,1.57,marguerite (4); fictional (1); lighthouse (1); aldous (1); light's (1); frightened (1),,very-low-frequency,needs-editorial-review
s659,3,Science,Why Some Objects Float and Others Sink,5a62b42c0e3379a73d83dcd2ee3098ed5530af788e85bc754df9b250a4af8f0f,162,13,24,12.46,8.64,1.85,pushes (2); upward (2); sinks (1); float (1); denser (1); displaces (1); hollow (1); spreads (1); buoyancy (1); settles (1); floats (1); displaced (1),,very-low-frequency,needs-editorial-review
s660,3,Science,Static Electricity on a Dry Day,1bc9378accb1145cc8a0060fcc3da72a7a24f4245e6733f2fdcac8cdb30dd6c7,92,9,16,10.22,9.78,0.0,balloon (3); rub (1); electrons (1); rubbing (1); touches (1); spark (1); damp (1),,low-frequency,needs-editorial-review
s679,3,Famous books,Pinocchio Meets the Fox and the Cat,a41906837e3ed377193984fb9b0ab62fe85f6dc6571e519b7a1732ba8570aefd,165,15,16,11,5.45,3.64,pinocchio (6); bury (1); nodded (1); farther (1),,very-low-frequency,needs-editorial-review
s680,3,Famous books,Thumbelina Floats Away,fd0f67b81b8a3ca09ce3a0924d1e2c47fd1c7aa8791e191dbf727264f0cba424,109,10,18,10.9,11.01,3.67,thumbelina (4); toad (3); pond (2); frightened (1); floated (1); farther (1),,low-frequency;very-low-frequency,needs-editorial-review
s725,3,Nature and animals,Why Fireflies Flash,ce860b67f48c7771641718a4d4a8c9674d6289444f40fcc40bd730825e07c8d6,87,7,19,12.43,9.2,3.45,fireflies (3); flashes (2); insect (1); firefly (1); lamps (1),,low-frequency;very-low-frequency,needs-editorial-review
s730,3,Everyday life,The Umbrella Left at the Cafe,83e06843927abac1554bea8d5225ac5aa76cec6a0f8ea4a8262f6dea41e0a946,144,16,17,9,8.33,2.78,umbrella (5); taro (4); raining (1); sato (1); inconvenience (1),,very-low-frequency,needs-editorial-review
s731,3,History,Messengers on Inka Roads,1e1007b21988511ad46ec6f70bcb2efd8eecf7a51b74335eff2b43409259c6e9,88,8,16,11,13.64,3.41,runners (2); inka (1); valleys (1); andes (1); chaskis (1); knots (1); cords (1); khipus (1); settlements (1); armies (1); travelers (1),,low-frequency;very-low-frequency,needs-editorial-review
s735,3,Famous books,Dorothy Meets the Scarecrow,8c404bf76b5d7826b332ddabf562610a37a2f48d60fea48edb14fe1773b8a445,142,14,16,10.14,9.15,0.0,dorothy (5); scarecrow (4); wizard (2); noticing (1); emerald (1),,low-frequency,needs-editorial-review
s888,3,Fantasy/stories,The Bridge of Feathers,eaacc11bab0db2fce276373ddd5d6593d3176e4846d795199e50f532f48f7086,112,12,14,9.33,10.71,0.89,feathers (3); rested (1); mara (1); sorted (1); fishers (1); ropes (1); builders (1); floated (1); feather (1); circled (1),,low-frequency,needs-editorial-review
s889,3,Fantasy/stories,A Map Made of Song,c6e7f20626eb6994f66ecb5db9a019b32b857e4845a75f573fb24a1b2e4f1a33,131,12,16,10.92,3.05,1.53,ivo (2); inherited (1); shepherd (1),,very-low-frequency,needs-editorial-review
s890,3,Fantasy/stories,The Baker of Dreams,b3a25b193d789de8a6ef5a52d9230a5f04f4f5c50fa1989d4c9b4a185d5f2657,123,12,15,10.25,9.76,3.25,leni (4); dough (2); baked (1); spice (1); cleaner (1); stove (1); dreamed (1); digging (1),,low-frequency;very-low-frequency,needs-editorial-review
s891,3,Famous books,The Railway Children Wait,dd21ea7971bc472ce9aee9793fd6a08aeeb875d2d5687355f9e3e91311ee95d6,117,10,17,11.7,5.98,1.71,bobbie (2); phyllis (1); waved (1); cloths (1); waving (1); risked (1),,very-low-frequency,needs-editorial-review
s893,3,Famous books,Mowgli Chooses His Path,6e4201f63c52092ba23c37fb05cf2e6df4bbe1b8602fe38d59668a1d17ac27ed,124,10,24,12.4,3.23,2.42,mowgli (3); feared (1),,very-low-frequency,needs-editorial-review
s895,3,Nature and animals,Elephants at the Dry River,bf63dba3bf68460710fcd4975c8634b4d9814e31e505c4fb79efb1542f479395,109,11,15,9.91,8.26,1.83,elephants (2); riverbed (1); restless (1); digging (1); copied (1); drank (1); antelope (1); elephant's (1),,very-low-frequency,needs-editorial-review
s897,3,Nature and animals,Coral's Quiet Partnership,9ffa08b9c011f666bfb8684f7b3bc7cc231c4e5b162fee9412a2e8196d6091e0,116,10,16,11.6,12.07,0.0,coral (5); algae (3); sunlight (1); reefs (1); crabs (1); lasts (1); starve (1); reef (1),,low-frequency,needs-editorial-review
s902,3,World affairs,The Fishing Season Agreement,b642f6c76ba62ef5a50819f8fc526f31d9c76b13948b867dc131f84d10d3eaea,109,9,18,12.11,7.34,1.83,fishers (2); catches (2); depended (1); reproduce (1); patrols (1); doubted (1),,very-low-frequency,needs-editorial-review
s904,3,Everyday life,Boxes in the Hall,be390cd20b879850167135a0dc7153166fb8aa79035503f95ead09ebc92c4d53,109,11,15,9.91,6.42,1.83,luis (2); notebooks (2); luis's (1); unpacked (1); photographed (1),,very-low-frequency,needs-editorial-review
s906,3,History,News by Coffeehouse,0244ab4c98344b477583a91b5cb362c25c3b4e6e12aaad5c8ef896dd122dfc53,108,9,18,12,6.48,1.85,coffeehouses (2); eighteenth-century (1); sailors (1); traders (1); refreshed (1); crowded (1),,very-low-frequency,needs-editorial-review
s1041,3,Mystery and adventure,The Hidden Library Card,cd674b9cf17d0a08896abc8932701b6310ea2b7e2baac0361532ae34fa799660,127,11,16,11.55,5.51,2.36,hana (3); bookmarks (3); slipped (1),,very-low-frequency,needs-editorial-review
s1042,3,Mystery and adventure,The Hidden Glass Button,957a170d28e3d5c4a0b5a0585c976bca6470a1495f44684391b83dd5729c61f2,118,11,18,10.73,9.32,0.0,vera (3); gardener (3); greenhouse (2); costumes (1); watering (1); thorn (1),,low-frequency,needs-editorial-review
s1043,3,Mystery and adventure,The Hidden Clock Hand,ed6f374fefd86b9ef18b72435ae8d0e6eb83063a55dc23f9a43c3a4c08af2b07,113,11,15,10.27,7.96,2.65,theo (2); clockmaker (2); rainwater (1); shone (1); clockmaker’s (1); repaired (1); thief (1),,very-low-frequency,needs-editorial-review
s1044,3,Mystery and adventure,The Hidden Painted Shell,3f7354f77b6093ab9fd23b38d569a93015d8aede6a5df99dd4aaca32238841e1,127,11,18,11.55,9.45,0.79,stall (2); ari (2); sellers (1); traced (1); oranges (1); seaside (1); seller’s (1); lining (1); apples (1); stalls (1),,low-frequency,needs-editorial-review
s1048,3,Mystery and adventure,The Hidden Sealed Letter,ca1e8bab22a7da5166487bb3afc3c9bcd74a5d63d9b879c0b1614fa38a91a8f4,112,9,18,12.44,7.96,1.77,xena (2); bakery (1); wax (1); initials (1); smelled (1); faintly (1); omar (1); slipped (1),,very-low-frequency,needs-editorial-review
s1049,3,Mystery and adventure,The Hidden Gold Spoon,1d98af39162c8f9ab07efb7374bb56c1db69762883d0c26a5630bd6da541313b,110,10,16,11,17.27,0.0,vase (5); eli (3); spoon (2); helper (2); blamed (1); spoons (1); stems (1); slipped (1); rim (1); recreating (1); accusation (1),,low-frequency,needs-editorial-review
s1054,3,Mystery and adventure,The Hidden Black Umbrella,df41edac19c11286210a88cb9f59939005d894f7fe67f302787050c33668442b,107,9,17,11.89,9.35,0.0,umbrella (3); umbrellas (2); ivan (2); stitch (2); handles (1),,low-frequency,needs-editorial-review
s1056,3,Mystery and adventure,The Hidden Theater Mask,7b20dc9ed1db2440d9ccd81c09df80e8f9a12c86839dfb7589f76206ff8849aa,102,10,16,10.2,4.9,1.96,uma (2); curved (1); lamps (1); cheerful (1),,very-low-frequency,needs-editorial-review
s1058,3,Mystery and adventure,The Hidden Bakery Window,ad822ecb9f2f2785226acec12d27df17b650b42d27c38d4a4c4a0227cb3ff075,107,9,15,11.89,7.48,2.8,sora (3); bakery (1); ovens (1); mist (1); vanished (1); greeting (1),,very-low-frequency,needs-editorial-review
s1198,3,Travel and culture,A Rainy Day in Reykjavik,58e74067330eb2cd7a2f45017a5ee27b0887be8d461e054dbcd6e823031e638f,92,7,19,13.14,5.43,3.26,ari (2); reykjavik (1); guesthouse (1); puddles (1),,very-low-frequency,needs-editorial-review
s1199,3,Travel and culture,A Rainy Day in Nairobi,3cc4d3e5dccc89bdd71a7515414fb4dddd5a9ec7e964b16368bf1ca661e5fc59,97,8,18,12.13,7.22,3.09,uma (3); fictional (1); nairobi (1); farther (1); neighborhoods (1),,very-low-frequency,needs-editorial-review
s1201,3,Travel and culture,A Rainy Day in Marrakech,e95b7055370f28bd9e07a36041b54389378835e41821d93bceb3e1c1329191eb,98,8,20,12.25,7.14,3.06,xena (2); fictional (1); marrakech (1); lanes (1); tailor (1); tiles (1),,very-low-frequency,needs-editorial-review
s1204,3,Travel and culture,A Rainy Day in Buenos Aires,a570199bd3b7b87a7ac90a3eb6de8cfa799cc691d983b363e264564949043c0f,97,8,18,12.13,10.31,0.0,nia (3); fictional (1); buenos (1); aires (1); courtyard (1); practise (1); eased (1); aloud (1),,low-frequency,needs-editorial-review
s1207,3,Travel and culture,A Rainy Day in Prague,514bacc96831a34c5dadba46facbe2d530d08160463f0de658aeb7eab14e4c80,110,11,15,10,9.09,0.0,eli (3); bells (2); fictional (1); prague (1); quieter (1); thanked (1); upstairs (1),,low-frequency,needs-editorial-review
s1208,3,Travel and culture,A Rainy Day in Vienna,4da72fbf871d54fe58fd3c9ddb04e86438f194b4dbbdf8025750353c8e136fa6,117,10,17,11.7,11.97,3.42,vienna (3); uma (3); violin (2); repaired (1); apprentice (1); workplaces (1); helper (1); sketches (1); uma's (1),,low-frequency;very-low-frequency,needs-editorial-review
s1209,3,Travel and culture,A Rainy Day in Budapest,482e53131be4b3c9e8cf936afa3f09b56a2903fca979a173f979c5072819821c,125,10,19,12.5,13.6,0.8,hana (5); budapest (4); visitor's (1); assumptions (1); walkers (1); riverside (1); workplaces (1); disruption (1); routines (1); sights (1),,low-frequency,needs-editorial-review
s1210,3,Travel and culture,A Rainy Day in Helsinki,c2b751d2c10cbbd38037a53d9cc333df25976f0f8283be0b278f06232fff1a37,128,10,19,12.8,10.94,3.91,xena (4); helsinki (3); disruption (1); routines (1); sights (1); attentive (1); attractions (1); helper (1); xena's (1),,low-frequency;very-low-frequency,needs-editorial-review
s1211,3,Travel and culture,A Rainy Day in Tallinn,439aa6fe517de67b6152bed8e5dc753530de27d69bf0a7e2d113d6392eb40646,119,9,20,13.22,10.08,1.68,kai (4); caretaker (2); tallinn (1); guide's (1); attentive (1); attractions (1); helper (1); courtyard (1),,low-frequency;very-low-frequency,needs-editorial-review
s1213,3,Travel and culture,A Rainy Day in Ulaanbaatar,0ac80f6ea863aff65439e39dc82d90f8f7be2f4e65a86a1bca354d2be0610eb4,113,9,23,12.56,7.96,2.65,nia (3); ulaanbaatar (2); depended (1); helper (1); nia's (1); hospitality (1),,very-low-frequency,needs-editorial-review
s1352,3,People and biography,Inez Silva: The Work Behind the Work,357bb92351cb7e20cd20470d0f970ed8a0c828515bd0706361da1bcb836c0f0c,104,11,14,9.45,16.35,3.85,inez (3); bowls (3); fictional (1); silva (1); floods (1); cleans (1); supplier (1); farther (1); inland (1); glazes (1); coatings (1); pots (1); misses (1),,low-frequency;very-low-frequency,needs-editorial-review
s1353,3,People and biography,Omar Reed: The Work Behind the Work,9804b0a7eb39d9fe001d34df84576a63a1978a62302b50bdd187849b85fe2ead,100,11,13,9.09,10.0,0.0,omar (4); fictional (1); inspect (1); compares (1); folder (1); inspectors (1); clearer (1),,low-frequency,needs-editorial-review
s1354,3,People and biography,Keiko Tan: The Work Behind the Work,a1e4c6290869515e2a7426d5b4055cea3e0e4fd6cffdd933729b37df8c5ea72b,103,11,12,9.36,7.77,3.88,keiko (4); librarian (1); fictional (1); grandmother's (1); headphones (1),,very-low-frequency,needs-editorial-review
s1357,3,People and biography,Theo Martin: The Work Behind the Work,b5712dbc229551545c1c80440fc8abda417e767e5d4a62cd7f7ada1439fcd02a,104,11,14,9.45,10.58,0.0,theo (4); deaf (2); rehearsal (2); interpreter (1); fictional (1); rehearsals (1),,low-frequency,needs-editorial-review
s1358,3,People and biography,Priya Das: The Work Behind the Work,5230c7f7ed602eea953444ef6e91d48bcde1972235dd02c7d23bdfd962770720,119,11,16,10.82,8.4,3.36,priya (3); das (1); tasted (1); disagreed (1); inspected (1); repaired (1); thanked (1); retested (1),,very-low-frequency,needs-editorial-review
s1360,3,People and biography,Yara Nasser: The Work Behind the Work,e848e32cf2c3c71e56631b02c0a373fb7aa5dcba69b6dcd0e72c1b9f0e03ed58,116,12,14,9.67,6.9,2.59,yara (3); evenings (2); nasser (1); technician (1); faults (1),,very-low-frequency,needs-editorial-review
s1366,3,People and biography,Fatima Noor: The Work Behind the Work,aa451a44c3cd2acdb68c9e3d0ec4b8c80178de5ed95b9055752be33ddd710770,104,11,14,9.45,13.46,0.96,sellers (4); fatima (3); noor (1); fictional (1); stalls (1); divides (1); repaired (1); delays (1); disagreements (1),,low-frequency,needs-editorial-review
s1368,3,People and biography,Anika Bose: The Work Behind the Work,3384386ac9929a78b8fe915aa3eb365068e1e0c872a4720491e27b5dabc3ac52,104,10,15,10.4,4.81,1.92,anika (2); bose (1); fictional (1); unclear (1),,very-low-frequency,needs-editorial-review
s1470,3,Everyday life,The Borrowed Blue Pen,a0b5a024d429f64f5d951256ea36b25e103f5f48e1c02f35372de6ca50f32c41,97,10,16,9.7,11.34,0.0,nora (2); classmates (1); lent (1); scratched (1); omar (1); pens (1); thanked (1); borrowing (1); remembering (1); mattered (1),,low-frequency,needs-editorial-review
s1471,3,Everyday life,The Soup Without Carrots,7c4b7e74d5a7739acfbace5f5f2bc6f4f5d831401d404f0016c65a53f9ec64a0,98,10,16,9.8,11.22,0.0,kai (3); carrots (2); pumpkin (2); tomatoes (2); carrot (1); tasted (1),,low-frequency,needs-editorial-review
s1472,3,Everyday life,The Quiet Seat on the Bus,190e8094bdea925164726c0e8dd6c6078f84229aa84114f3e2a827d56e6cc01d,98,11,15,8.91,5.1,4.08,rina (4); crowded (1),,very-low-frequency,needs-editorial-review
s1494,3,Fantasy/stories,The Library of Sleeping Maps,6e1d2865eff2297bf73431f04e6685889fba983a05e61f7b3bea02983486719b,111,12,16,9.25,8.11,2.7,aya (3); shelves (1); travelers (1); aloud (1); copied (1); notebook (1); thanked (1),,very-low-frequency,needs-editorial-review
s1495,3,Fantasy/stories,The Bridge That Remembered Names,145c78dee73dcf03edd22d4554654d413c3e44338b51e223af44c3ce89b33511,109,10,18,10.9,8.26,1.83,aya (2); travelers (2); kingdoms (1); erased (1); moss (1); aloud (1); vanished (1),,very-low-frequency,needs-editorial-review
s1508,3,History,The Runner on the Mountain Road,81f1ffee1416aef83702369f6ec67d33541fad923cc0898ecacbde876d6692b2,107,11,13,9.73,8.41,1.87,inka (1); steep (1); messengers (1); runners (1); chaskis (1); relay (1); remembering (1); accurately (1); depended (1),,very-low-frequency,needs-editorial-review
s1511,3,History,Rules for the Market Bell,70b12a6fa1d3f9fac9eca334212aa00af2cbcfe76d99e6a37b240398bb918009,103,10,15,10.3,8.74,1.94,seller's (2); sellers (2); fictional (1); disagrees (1); replaces (1); comparisons (1); stall (1),,very-low-frequency,needs-editorial-review
s1525,3,Nature and animals,The Crab That Changed Shells,877a06e605ff4b04194d8989fd0b8685c890654e3824bd0a2d6eff22537a7f31,82,6,19,13.67,9.52,0.0,crab (3); shells (3); scarce (1); crabs (1),,low-frequency,needs-editorial-review
s1526,3,Nature and animals,The Frog Pond in Spring,6a529b572e11998481eaa53a78cf73a24d2712260c751fe2d8305e7fd95aa268,86,7,15,12.29,9.3,0.0,frogs (3); pond (3); hunted (1); hid (1),,low-frequency,needs-editorial-review
s1540,3,Science,The Warm Air Balloon Bag,7ef5b20ab68420349e7561e8c5ff9881aceed245bfe05b49e3d2c7eebf09d926,109,9,20,12.11,11.93,0.0,balloon (4); upward (2); prepares (1); warms (1); expands (1); dense (1); cooler (1); pushes (1); exceeds (1),,low-frequency,needs-editorial-review
s1631,3,Fantasy/stories,Moon-Walking Beans,4d05176fc7201d4390897ab8e42e21d433ea66ebf0719b399ba21eed4626fdb9,74,8,16,9.25,6.76,4.05,tala (3); bean (1); moonlight (1),,very-low-frequency,needs-editorial-review
s1638,3,Mystery and adventure,The Map in the Flour,f5e47c0f4cc94af959d64ad25418edb77270f5cad9f75e17f043807a556bdfac,103,10,14,10.3,8.74,2.91,sack (3); sora (2); ants (2); winding (1); crumb (1),,very-low-frequency,needs-editorial-review
s1735,3,History,Books Carried Out of Timbuktu,47c0395d2af6c0f5f6cd2f8678192923b07b7388802d082d54b41a9b459e40ef,75,6,18,12.5,2.7,2.7,timbuktu (2),,very-low-frequency,needs-editorial-review
s1737,3,Famous books,Anne Chooses Green Gables,604c08b66b0e6c06975c321a08e08a9277d47a6af317f8c3754f631ae9d602ad,57,5,18,11.4,14.04,7.02,marilla (3); shirley (1); expects (1); fierce (1); learns (1); gables (1),,low-frequency;very-low-frequency,needs-editorial-review
s1738,3,Mystery and adventure,The Train Ticket with No Town,b7f20b4ca7de757bcda9a3719c020dbb50369d17d0d9d6f762e0fd6796964174,103,10,19,10.3,6.8,4.85,bellford (5); iris (2),,very-low-frequency,needs-editorial-review
s1739,3,Travel and culture,Bread from the Shared Oven,79d066072c637af6d1e60410c68f5be127bf9df421c1ff7ca109b7a9878e596f,93,9,16,10.33,12.9,4.3,noor (3); dough (2); loaf (2); fictional (1); bowls (1); bakes (1); presses (1); buys (1),,low-frequency;very-low-frequency,needs-editorial-review
s1740,3,People and biography,Arun Records the Quiet Hours,d89e2c7b15a3735f332f1c86d8e06bfdc033863c301d7fbe41a5ea91838584f7,103,9,19,11.44,3.88,2.91,arun (3); whispering (1),,very-low-frequency,needs-editorial-review
s1835,3,History,Books Hidden in Family Chests,e01cb55f981f5d00c2657d4475f5abba99f2c324bc47ecd4830399e9fcacfe8a,55,5,14,11,5.56,3.7,timbuktu (2); mali (1),,very-low-frequency,needs-editorial-review
